Audit_date;"ID";"Priority";"Status";"Status_Reason";"Assigned_Group";"Login";"Assignee";"Company";"Company_desc"
2022/09/07 15:28:00;INC30009262667;Low  (3);Assigned  (1);;BLUE_CACHE;;;Betancourt y Villa;Soporte tangible reducido
2022/09/07 15:32:28;INC30009262667;;In Progress  (2);;;aaragonesva;África Azucena Aragonés Varela;Betancourt y Villa;Soporte tangible reducido
2022/09/07 15:37:26;INC30009262667;;Pending  (3);Future Enhancement  (11000);;;;Betancourt y Villa;Soporte tangible reducido
2022/11/02 08:23:04;INC30009262667;;Assigned  (1);;;barcega;Baltasar Arce Garriga;Betancourt y Villa;Soporte tangible reducido
2022/11/02 08:39:02;INC30009262667;;Pending  (3);Client Action Required  (8000);;;;Betancourt y Villa;Soporte tangible reducido
2022/11/21 11:20:55;INC30009262667;;In Progress  (2);;;;;Betancourt y Villa;Soporte tangible reducido
2022/11/21 11:22:19;INC30009262667;;Resolved  (4);No Further Action Required  (17000);;;;Betancourt y Villa;Soporte tangible reducido
2022/11/28 18:00:00;INC30009262667;;Closed  (5);Automated Resolution Reported  (19000);;;;Betancourt y Villa;Soporte tangible reducido
2022/09/13 13:43:00;INC30009314476;Medium  (2);Assigned  (1);;BLACK_BOX;;;Gestora Moreno S. de H.;Capacidad orientada a la actitud enfocada
2022/09/13 13:45:03;INC30009314476;;;;;aalbertoca;Alex Alberto Carrión;Gestora Moreno S. de H.;Capacidad orientada a la actitud enfocada
2022/09/13 13:47:55;INC30009314476;;;;BLACK_BOX;blopezce;Balduino López Cervantes;Gestora Moreno S. de H.;Capacidad orientada a la actitud enfocada
2022/09/13 14:30:03;INC30009314476;;;;;aaznarga;Alexandra Aznar Gargallo;Gestora Moreno S. de H.;Capacidad orientada a la actitud enfocada
2022/09/16 16:43:13;INC30009314476;;Pending  (3);Future Enhancement  (11000);;;;Gestora Moreno S. de H.;Capacidad orientada a la actitud enfocada
2022/10/11 11:16:10;INC30009314476;;;Client Action Required  (8000);;;;Gestora Moreno S. de H.;Capacidad orientada a la actitud enfocada
2022/10/26 17:23:49;INC30009314476;;Resolved  (4);No Further Action Required  (17000);;;;Gestora Moreno S. de H.;Capacidad orientada a la actitud enfocada
2022/11/02 18:00:00;INC30009314476;;Closed  (5);Automated Resolution Reported  (19000);;;;Gestora Moreno S. de H.;Capacidad orientada a la actitud enfocada
2022/10/04 07:17:48;INC30009474788;Medium  (2);Assigned  (1);;ALPHA_ROUTER;;;Betancourt y Villa;Soporte tangible reducido
2022/10/04 07:18:06;INC30009474788;;;;KERNEL_KEYNOTE;iestebanca;Inocencio Esteban Cáceres;Betancourt y Villa;Soporte tangible reducido
2022/10/04 07:19:15;INC30009474788;;;;;amartilu;Alejo Marti Luna;Betancourt y Villa;Soporte tangible reducido
2022/10/04 07:19:24;INC30009474788;;In Progress  (2);;;;;Betancourt y Villa;Soporte tangible reducido
2022/10/04 07:20:06;INC30009474788;;Assigned  (1);;ALPHAALGORITHM;arozasar;Aitor Anastasio Rozas Arco;Betancourt y Villa;Soporte tangible reducido
2022/10/04 08:10:26;INC30009474788;;;;;jbarrancovi;Juanita Barranco Villalba;Betancourt y Villa;Soporte tangible reducido
2022/10/04 08:49:15;INC30009474788;;;;BLACK_BOX;;;Betancourt y Villa;Soporte tangible reducido
2022/10/04 09:27:14;INC30009474788;;;;;carroyove;Casandra Arroyo Verdejo;Betancourt y Villa;Soporte tangible reducido
2022/10/04 09:33:13;INC30009474788;;In Progress  (2);;;;;Betancourt y Villa;Soporte tangible reducido
