Audit_date;"ID";"Priority";"Status";"Status_Reason";"Assigned_Group";"Login";"Assignee";"Company";"Company_desc"
2022/05/05 08:11:40;INC30008576105;High  (1);Assigned  (1);;ALPHA_ROUTER;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/05/05 08:13:33;INC30008576105;;;;;cvelascove;Carlito Velasco Verdú;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/05/05 08:14:24;INC30008576105;;;;BLUE_CACHE;cmuñizpa;Custodia Elvira Múñiz Pastor;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/05/05 08:22:46;INC30008576105;;In Progress  (2);;;cromanma;Candelario Roman Mancebo;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/05/05 08:25:50;INC30008576105;;Assigned  (1);;;fpozueloca;Felipe Mateo Pozuelo Calvet;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/05/05 08:36:29;INC30008576105;;;;;amedinaag;Andrea Medina Agustín;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/05/05 08:44:06;INC30008576105;;;;BITBLAZE;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/05/05 08:56:42;INC30008576105;;;;;abermuzte;Ale Jose Carlos Bermúdez Tenorio;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/05/05 09:17:27;INC30008576105;;;;;abonillaza;Asunción Bonilla Zaragoza;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/05/05 09:37:54;INC30008576105;;;;BUFFERBAY;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/05/05 09:48:33;INC30008576105;;In Progress  (2);;;aaragonesva;África Azucena Aragonés Varela;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/05/05 12:12:43;INC30008576105;Medium  (2);;;;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/05/05 12:12:58;INC30008576105;;Assigned  (1);;GREEN_BAY;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/05/05 12:14:19;INC30008576105;;;;;alloretca;Ainoa Lloret Capdevila;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/05/05 12:14:34;INC30008576105;;Pending  (3);Client Action Required  (8000);;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/06/24 08:21:46;INC30008576105;;Resolved  (4);No Further Action Required  (17000);;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/07/01 07:53:23;INC30008576105;;Closed  (5);;;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
