Audit_date;"ID";"Priority";"Status";"Status_Reason";"Assigned_Group";"Login";"Assignee";"Company";"Company_desc"
2022/10/12 23:45:17;INC30009548050;High  (1);Assigned  (1);;ALPHA_ROUTER;;;Botello-Botello y Flia.;Sinergia global ampliada
2022/10/12 23:45:34;INC30009548050;;;;BLACK_BOX;iestebanca;Inocencio Esteban Cáceres;Botello-Botello y Flia.;Sinergia global ampliada
2022/10/12 23:46:41;INC30009548050;;;;;apelayoba;Alberto Epifanio Pelayo Bautista;Botello-Botello y Flia.;Sinergia global ampliada
2022/10/12 23:54:26;INC30009548050;;;;;agallobe;Azahara Gallo Belmonte;Botello-Botello y Flia.;Sinergia global ampliada
2022/10/13 00:20:19;INC30009548050;;;;ORANGE_BUFFER;avallsmi;Araceli Valls Miguel;Botello-Botello y Flia.;Sinergia global ampliada
2022/10/13 00:27:30;INC30009548050;;;;ALPHA_ROUTER;agallobe;Azahara Gallo Belmonte;Botello-Botello y Flia.;Sinergia global ampliada
2022/10/13 00:58:23;INC30009548050;;;;;iestebanca;Inocencio Esteban Cáceres;Botello-Botello y Flia.;Sinergia global ampliada
2022/10/13 00:59:03;INC30009548050;;Pending  (3);Client Action Required  (8000);;;;Botello-Botello y Flia.;Sinergia global ampliada
2022/10/13 07:36:30;INC30009548050;;Assigned  (1);;BLACK_BOX;ldomingoco;Lucio Ezequiel Domingo Colomer;Botello-Botello y Flia.;Sinergia global ampliada
2022/10/13 09:14:49;INC30009548050;;Pending  (3);Infrastructure Change  (9000);;;;Botello-Botello y Flia.;Sinergia global ampliada
2022/11/25 10:21:14;INC30009548050;;;;;bcuellarma;Blanca Cuéllar Marcos;Botello-Botello y Flia.;Sinergia global ampliada
2022/11/28 11:54:22;INC30009548050;;In Progress  (2);;;;;Botello-Botello y Flia.;Sinergia global ampliada
2022/11/28 12:11:09;INC30009548050;;Resolved  (4);Monitoring Incident  (14000);;;;Botello-Botello y Flia.;Sinergia global ampliada
2022/12/05 18:00:00;INC30009548050;;Closed  (5);Automated Resolution Reported  (19000);;;;Botello-Botello y Flia.;Sinergia global ampliada
2022/10/19 10:27:17;INC30009579327;Low  (3);Assigned  (1);;ALPHA_ROUTER;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2022/10/19 10:30:36;INC30009579327;;;;;acodinall;Amada Codina Llabrés;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2022/10/19 10:33:41;INC30009579327;;In Progress  (2);;BLACK_BOX;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2022/10/19 10:40:02;INC30009579327;;Assigned  (1);;BLACK_BOX;blopezce;Balduino López Cervantes;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2022/10/19 11:22:18;INC30009579327;;In Progress  (2);;;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2022/10/19 11:28:37;INC30009579327;;;;;carroyove;Casandra Arroyo Verdejo;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2022/10/19 16:18:15;INC30009579327;;Pending  (3);Infrastructure Change  (9000);;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2022/10/31 11:52:15;INC30009579327;;;;;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2022/11/24 11:56:45;INC30009579327;;In Progress  (2);;;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2022/11/24 11:57:01;INC30009579327;;;;;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2022/11/24 11:57:10;INC30009579327;;Resolved  (4);No Further Action Required  (17000);;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2022/12/01 18:00:00;INC30009579327;;Closed  (5);Automated Resolution Reported  (19000);;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2022/11/02 12:25:30;INC30009650714;Medium  (2);Assigned  (1);;BLACK_BOX;;;Botello-Botello y Flia.;Sinergia global ampliada
2022/11/02 13:37:30;INC30009650714;;;;;aaznarga;Alexandra Aznar Gargallo;Botello-Botello y Flia.;Sinergia global ampliada
2022/11/02 13:37:36;INC30009650714;;Pending  (3);Client Action Required  (8000);;;;Botello-Botello y Flia.;Sinergia global ampliada
2022/11/04 10:56:51;INC30009650714;;In Progress  (2);;;;;Botello-Botello y Flia.;Sinergia global ampliada
2022/11/04 11:21:36;INC30009650714;;Pending  (3);Third Party Vendor Action Reqd  (7000);;;;Botello-Botello y Flia.;Sinergia global ampliada
2022/11/29 11:28:23;INC30009650714;;Resolved  (4);No Further Action Required  (17000);;;;Botello-Botello y Flia.;Sinergia global ampliada
2022/12/06 18:00:00;INC30009650714;;Closed  (5);Automated Resolution Reported  (19000);;;;Botello-Botello y Flia.;Sinergia global ampliada
2022/11/14 05:04:10;INC30009707306;High  (1);Assigned  (1);;ALPHA_ROUTER;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2022/11/14 05:04:26;INC30009707306;;;;BLACK_BOX;iestebanca;Inocencio Esteban Cáceres;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2022/11/14 05:11:51;INC30009707306;;In Progress  (2);;;aferrerasri;Amando Ferreras Rivas;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2022/11/14 05:38:08;INC30009707306;;Assigned  (1);;BLACK_BOX;blopezce;Balduino López Cervantes;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2022/11/14 05:56:33;INC30009707306;;;;;acampillopi;Artemio Campillo Piñeiro;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2022/11/14 06:00:00;INC30009707306;;Pending  (3);Infrastructure Change  (9000);;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2022/11/14 13:50:41;INC30009707306;;;;;bcuellarma;Blanca Cuéllar Marcos;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2022/12/16 09:18:28;INC30009707306;;Resolved  (4);No Further Action Required  (17000);;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2022/12/23 18:00:00;INC30009707306;;Closed  (5);Automated Resolution Reported  (19000);;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2022/11/16 11:17:33;INC30009728487;High  (1);Assigned  (1);;ALPHA_ROUTER;iestebanca;Inocencio Esteban Cáceres;Betancourt y Villa;Soporte tangible reducido
2022/11/16 11:17:53;INC30009728487;;;;BLACK_BOX;;;Betancourt y Villa;Soporte tangible reducido
2022/11/16 11:21:23;INC30009728487;;;;;aricope;Aurora Rico Peinado;Betancourt y Villa;Soporte tangible reducido
2022/11/16 11:21:47;INC30009728487;;In Progress  (2);;;;;Betancourt y Villa;Soporte tangible reducido
2022/11/16 11:34:24;INC30009728487;;Assigned  (1);;BLACK_BOX;blopezce;Balduino López Cervantes;Betancourt y Villa;Soporte tangible reducido
2022/11/16 11:37:58;INC30009728487;;;;;aaznarga;Alexandra Aznar Gargallo;Betancourt y Villa;Soporte tangible reducido
2022/11/16 11:38:37;INC30009728487;;In Progress  (2);;;;;Betancourt y Villa;Soporte tangible reducido
2022/11/16 12:14:25;INC30009728487;;Pending  (3);Third Party Vendor Action Reqd  (7000);;;;Betancourt y Villa;Soporte tangible reducido
2022/11/24 12:25:04;INC30009728487;;In Progress  (2);;;;;Betancourt y Villa;Soporte tangible reducido
2022/11/24 12:33:02;INC30009728487;;Resolved  (4);No Further Action Required  (17000);;;;Betancourt y Villa;Soporte tangible reducido
2022/12/01 18:00:00;INC30009728487;;Closed  (5);Automated Resolution Reported  (19000);;;;Betancourt y Villa;Soporte tangible reducido
2022/11/18 13:06:26;INC30009746087;Medium  (2);Assigned  (1);;BUFFERBAY;;;Villegas-Salcedo e Hijo;Pronóstico didáctico operativo
2022/11/18 13:09:43;INC30009746087;;In Progress  (2);;;aaragonesva;África Azucena Aragonés Varela;Villegas-Salcedo e Hijo;Pronóstico didáctico operativo
2022/11/21 10:30:38;INC30009746087;;Assigned  (1);;BLACK_BOX;;;Villegas-Salcedo e Hijo;Pronóstico didáctico operativo
2022/11/21 16:43:05;INC30009746087;;In Progress  (2);;;carroyove;Casandra Arroyo Verdejo;Villegas-Salcedo e Hijo;Pronóstico didáctico operativo
2022/11/21 16:56:30;INC30009746087;;Pending  (3);Client Action Required  (8000);;;;Villegas-Salcedo e Hijo;Pronóstico didáctico operativo
2022/11/22 11:49:50;INC30009746087;;Resolved  (4);No Further Action Required  (17000);;;;Villegas-Salcedo e Hijo;Pronóstico didáctico operativo
2022/11/22 14:42:45;INC30009746087;;Assigned  (1);;;;;Villegas-Salcedo e Hijo;Pronóstico didáctico operativo
2022/11/22 16:32:53;INC30009746087;;Pending  (3);Infrastructure Change  (9000);;;;Villegas-Salcedo e Hijo;Pronóstico didáctico operativo
2022/11/23 11:44:11;INC30009746087;;;Client Action Required  (8000);;;;Villegas-Salcedo e Hijo;Pronóstico didáctico operativo
2022/12/01 11:45:15;INC30009746087;;In Progress  (2);;;;;Villegas-Salcedo e Hijo;Pronóstico didáctico operativo
2022/12/01 11:45:31;INC30009746087;;;;;;;Villegas-Salcedo e Hijo;Pronóstico didáctico operativo
2022/12/01 11:45:42;INC30009746087;;Resolved  (4);No Further Action Required  (17000);;;;Villegas-Salcedo e Hijo;Pronóstico didáctico operativo
2022/12/08 18:00:00;INC30009746087;;Closed  (5);Automated Resolution Reported  (19000);;;;Villegas-Salcedo e Hijo;Pronóstico didáctico operativo
2022/11/18 19:51:46;INC30009747713;High  (1);Assigned  (1);;BINARY_BROADCAST;;;Betancourt y Villa;Soporte tangible reducido
2022/11/18 19:51:53;INC30009747713;;;;;amenaco;Adelaida Mena Correa;Betancourt y Villa;Soporte tangible reducido
2022/11/21 07:51:39;INC30009747713;;Pending  (3);Infrastructure Change  (9000);;camadorbo;Concepción Amador Borja;Betancourt y Villa;Soporte tangible reducido
2022/11/21 07:59:26;INC30009747713;;Assigned  (1);;ALPHA_ROUTER;;;Betancourt y Villa;Soporte tangible reducido
2022/11/21 08:04:54;INC30009747713;;;;;acodinall;Amada Codina Llabrés;Betancourt y Villa;Soporte tangible reducido
2022/11/21 08:06:37;INC30009747713;;In Progress  (2);;BLUE_CACHE;;;Betancourt y Villa;Soporte tangible reducido
2022/11/21 08:09:33;INC30009747713;;Assigned  (1);;BLUE_CACHE;aalcantarazo;Azeneth Alcántara Zorrilla;Betancourt y Villa;Soporte tangible reducido
2022/11/21 08:51:25;INC30009747713;;;;;amedinaag;Andrea Medina Agustín;Betancourt y Villa;Soporte tangible reducido
2022/11/21 14:24:33;INC30009747713;;Pending  (3);Client Action Required  (8000);;;;Betancourt y Villa;Soporte tangible reducido
2022/11/21 15:19:26;INC30009747713;;Assigned  (1);;BITBLAZE;;;Betancourt y Villa;Soporte tangible reducido
2022/11/21 15:28:05;INC30009747713;;;;;abonillaza;Asunción Bonilla Zaragoza;Betancourt y Villa;Soporte tangible reducido
2022/11/21 15:47:27;INC30009747713;;;;BLUE_CACHE;;;Betancourt y Villa;Soporte tangible reducido
2022/11/21 16:17:33;INC30009747713;;;;;asedanoal;Águeda Sedano Alemany;Betancourt y Villa;Soporte tangible reducido
2022/11/21 16:34:00;INC30009747713;;;;BITBLAZE;;;Betancourt y Villa;Soporte tangible reducido
2022/11/21 16:40:48;INC30009747713;;;;;abonillaza;Asunción Bonilla Zaragoza;Betancourt y Villa;Soporte tangible reducido
2022/11/21 16:57:30;INC30009747713;;;;BLUE_CACHE;;;Betancourt y Villa;Soporte tangible reducido
2022/11/21 17:14:28;INC30009747713;;;;;asedanoal;Águeda Sedano Alemany;Betancourt y Villa;Soporte tangible reducido
2022/11/21 17:15:31;INC30009747713;;Pending  (3);Future Enhancement  (11000);;;;Betancourt y Villa;Soporte tangible reducido
