Audit_date;"ID";"Priority";"Status";"Status_Reason";"Assigned_Group";"Login";"Assignee";"Company";"Company_desc"
2022/04/20 09:59:35;INC30008502558;High  (1);Assigned  (1);;CRYSTALCAVERN;;;Pichardo y Ulloa SA;Hub de 24 horas adaptativo
2022/09/02 12:57:07;INC30008502558;;;;ALPHA_ROUTER;;;Pichardo y Ulloa SA;Hub de 24 horas adaptativo
2022/09/02 12:58:17;INC30008502558;;;;;apelayoba;Alberto Epifanio Pelayo Bautista;Pichardo y Ulloa SA;Hub de 24 horas adaptativo
2022/09/02 13:08:25;INC30008502558;;In Progress  (2);;;;;Pichardo y Ulloa SA;Hub de 24 horas adaptativo
2022/09/02 13:20:06;INC30008502558;;;;GREEN_BAY;;;Pichardo y Ulloa SA;Hub de 24 horas adaptativo
2022/09/02 13:20:51;INC30008502558;;Assigned  (1);;GREEN_BAY;alloretca;Ainoa Lloret Capdevila;Pichardo y Ulloa SA;Hub de 24 horas adaptativo
2022/09/02 13:33:29;INC30008502558;;Pending  (3);Client Action Required  (8000);;;;Pichardo y Ulloa SA;Hub de 24 horas adaptativo
2022/09/02 13:43:02;INC30008502558;;;;;gmaciassa;Griselda Macías Saura;Pichardo y Ulloa SA;Hub de 24 horas adaptativo
2022/09/05 13:36:23;INC30008502558;;Resolved  (4);No Further Action Required  (17000);;;;Pichardo y Ulloa SA;Hub de 24 horas adaptativo
2022/09/12 18:00:00;INC30008502558;;Closed  (5);Automated Resolution Reported  (19000);;;;Pichardo y Ulloa SA;Hub de 24 horas adaptativo
2022/06/30 08:07:26;INC30008868833;Medium  (2);Assigned  (1);;BLACK_BOX;;;Botello-Botello y Flia.;Sinergia global ampliada
2022/06/30 08:38:31;INC30008868833;;;;;bzamoranova;Bárbara Piedad Zamorano Vara;Botello-Botello y Flia.;Sinergia global ampliada
2022/06/30 08:52:59;INC30008868833;;Pending  (3);Infrastructure Change  (9000);;;;Botello-Botello y Flia.;Sinergia global ampliada
