Audit_date;"ID";"Priority";"Status";"Status_Reason";"Assigned_Group";"Login";"Assignee";"Company";"Company_desc"
2021/05/11 10:59:37;INC30006941461;Medium  (2);Assigned  (1);;ALPHA_ROUTER;;;Redondo, Gámez y Márquez SRL;Apalancamiento explícito administrado
2021/05/11 11:09:20;INC30006941461;;;;;cmedinaba;Cecilio Medina Badía;Redondo, Gámez y Márquez SRL;Apalancamiento explícito administrado
2021/05/11 11:16:15;INC30006941461;;;;GREEN_BAY;;;Redondo, Gámez y Márquez SRL;Apalancamiento explícito administrado
2021/05/11 11:16:27;INC30006941461;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Redondo, Gámez y Márquez SRL;Apalancamiento explícito administrado
2021/05/11 11:17:30;INC30006941461;;In Progress  (2);;;cpalomaresri;Che Palomares Rivero;Redondo, Gámez y Márquez SRL;Apalancamiento explícito administrado
2021/05/11 11:24:07;INC30006941461;;Assigned  (1);;BINARY_BASH;;;Redondo, Gámez y Márquez SRL;Apalancamiento explícito administrado
2021/05/11 11:40:58;INC30006941461;;;;;emoraledaug;Eusebio Moraleda Ugarte;Redondo, Gámez y Márquez SRL;Apalancamiento explícito administrado
2021/05/11 12:31:54;INC30006941461;;;;GREEN_BAY;;;Redondo, Gámez y Márquez SRL;Apalancamiento explícito administrado
2021/05/11 12:35:08;INC30006941461;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Redondo, Gámez y Márquez SRL;Apalancamiento explícito administrado
2021/05/11 12:45:11;INC30006941461;;;;BINARY_BASH;;;Redondo, Gámez y Márquez SRL;Apalancamiento explícito administrado
2021/05/11 12:46:14;INC30006941461;;;;;emoraledaug;Eusebio Moraleda Ugarte;Redondo, Gámez y Márquez SRL;Apalancamiento explícito administrado
2021/05/11 13:15:24;INC30006941461;;Pending  (3);Monitoring Incident  (14000);;;;Redondo, Gámez y Márquez SRL;Apalancamiento explícito administrado
2021/05/11 13:18:44;INC30006941461;;Assigned  (1);;GIGABYTE_GATEWAY;emuletga;Eladio Mulet Galván;Redondo, Gámez y Márquez SRL;Apalancamiento explícito administrado
2021/09/15 15:14:56;INC30006941461;;;;GREEN_BAY;;;Redondo, Gámez y Márquez SRL;Apalancamiento explícito administrado
2021/09/15 15:19:54;INC30006941461;;;;ALPHA_ROUTER;epagèsco;Efraín Marcial Pagès Cortes;Redondo, Gámez y Márquez SRL;Apalancamiento explícito administrado
2021/09/15 15:20:19;INC30006941461;;;;GREEN_BAY;cmuñizpa;Custodia Elvira Múñiz Pastor;Redondo, Gámez y Márquez SRL;Apalancamiento explícito administrado
2021/09/15 15:49:08;INC30006941461;;In Progress  (2);;;ctoledoma;Chema Toledo Marco;Redondo, Gámez y Márquez SRL;Apalancamiento explícito administrado
2021/09/15 16:10:50;INC30006941461;;Pending  (3);Client Action Required  (8000);;;;Redondo, Gámez y Márquez SRL;Apalancamiento explícito administrado
2021/09/16 09:34:00;INC30006941461;;Resolved  (4);No Further Action Required  (17000);;;;Redondo, Gámez y Márquez SRL;Apalancamiento explícito administrado
2021/09/23 18:00:00;INC30006941461;;Closed  (5);Automated Resolution Reported  (19000);;;;Redondo, Gámez y Márquez SRL;Apalancamiento explícito administrado
2021/08/06 10:47:21;INC30007361207;High  (1);Assigned  (1);;ALPHA_ROUTER;;;Asociación Maldonado-Vidal;Moratoria metódica multilateral
2021/08/06 10:48:35;INC30007361207;;;;;esolanoes;Elpidio Ismael Solano Español;Asociación Maldonado-Vidal;Moratoria metódica multilateral
2021/08/06 10:50:46;INC30007361207;;;;;;;Asociación Maldonado-Vidal;Moratoria metódica multilateral
2021/08/06 10:58:22;INC30007361207;;;;BLUE_CACHE;cmuñizpa;Custodia Elvira Múñiz Pastor;Asociación Maldonado-Vidal;Moratoria metódica multilateral
2021/08/06 11:01:10;INC30007361207;;;;;eestradasa;Ezequiel Estrada Sanmiguel;Asociación Maldonado-Vidal;Moratoria metódica multilateral
2021/08/06 11:08:40;INC30007361207;;;;YELLOW_TERA;;;Asociación Maldonado-Vidal;Moratoria metódica multilateral
2021/08/06 11:17:07;INC30007361207;;;;;dgoñigo;David Goñi Goicoechea;Asociación Maldonado-Vidal;Moratoria metódica multilateral
2021/08/06 11:19:24;INC30007361207;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Asociación Maldonado-Vidal;Moratoria metódica multilateral
2021/08/06 11:23:10;INC30007361207;;;;;dgoñigo;David Goñi Goicoechea;Asociación Maldonado-Vidal;Moratoria metódica multilateral
2021/08/06 11:26:11;INC30007361207;;;;;czamoranoca;Cayetana Zamorano Cano;Asociación Maldonado-Vidal;Moratoria metódica multilateral
2021/08/06 12:12:53;INC30007361207;;Pending  (3);Client Action Required  (8000);;;;Asociación Maldonado-Vidal;Moratoria metódica multilateral
2021/09/03 09:36:32;INC30007361207;;Resolved  (4);No Further Action Required  (17000);;;;Asociación Maldonado-Vidal;Moratoria metódica multilateral
2021/09/10 18:00:00;INC30007361207;;Closed  (5);Automated Resolution Reported  (19000);;;;Asociación Maldonado-Vidal;Moratoria metódica multilateral
2021/08/18 08:09:57;INC30007404703;Critical  (0);Assigned  (1);;BLUE_CACHE;;;Parra y Lemus;Conjunto de herramientas de próximageneración con triple
2021/08/18 08:11:16;INC30007404703;;;;;aalcantarazo;Azeneth Alcántara Zorrilla;Parra y Lemus;Conjunto de herramientas de próximageneración con triple
2021/08/18 08:13:54;INC30007404703;;;;;gmaciassa;Griselda Macías Saura;Parra y Lemus;Conjunto de herramientas de próximageneración con triple
2021/08/18 12:47:33;INC30007404703;;Pending  (3);Future Enhancement  (11000);;;;Parra y Lemus;Conjunto de herramientas de próximageneración con triple
2021/08/18 15:17:57;INC30007404703;Low  (3);;;;;;Parra y Lemus;Conjunto de herramientas de próximageneración con triple
2021/08/31 14:33:54;INC30007404703;;Resolved  (4);No Further Action Required  (17000);;;;Parra y Lemus;Conjunto de herramientas de próximageneración con triple
2021/09/07 18:00:00;INC30007404703;;Closed  (5);Automated Resolution Reported  (19000);;;;Parra y Lemus;Conjunto de herramientas de próximageneración con triple
2021/08/18 15:45:55;INC30007408040;High  (1);Assigned  (1);;ALPHA_ROUTER;;;Grupo Peláez;Rendimiento múltiple clonado
2021/08/18 15:47:22;INC30007408040;;;;ORANGE_BUFFER;csierragi;Chelo Sierra Gilabert;Grupo Peláez;Rendimiento múltiple clonado
2021/08/18 15:48:27;INC30007408040;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Grupo Peláez;Rendimiento múltiple clonado
2021/08/18 15:56:17;INC30007408040;;In Progress  (2);;;ctoledoma;Chema Toledo Marco;Grupo Peláez;Rendimiento múltiple clonado
2021/08/18 17:05:38;INC30007408040;;Pending  (3);Client Action Required  (8000);;;;Grupo Peláez;Rendimiento múltiple clonado
2021/08/26 13:40:44;INC30007408040;;Assigned  (1);;;cpozota;Clarisa Pozo Tamarit;Grupo Peláez;Rendimiento múltiple clonado
2021/08/26 13:45:10;INC30007408040;;Pending  (3);Client Action Required  (8000);;;;Grupo Peláez;Rendimiento múltiple clonado
2021/08/26 13:58:51;INC30007408040;;Resolved  (4);Automated Resolution Reported  (19000);;;;Grupo Peláez;Rendimiento múltiple clonado
2021/09/02 18:00:00;INC30007408040;;Closed  (5);;;;;Grupo Peláez;Rendimiento múltiple clonado
2021/08/18 17:50:17;INC30007408683;Medium  (2);Assigned  (1);;ALPHA_ROUTER;;;Dueñas de Osorio;Diversas conglomeraciones orientadas al usuario
2021/08/18 17:50:43;INC30007408683;;;;BLUE_CACHE;csierragi;Chelo Sierra Gilabert;Dueñas de Osorio;Diversas conglomeraciones orientadas al usuario
2021/08/18 17:51:21;INC30007408683;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Dueñas de Osorio;Diversas conglomeraciones orientadas al usuario
2021/08/18 20:07:42;INC30007408683;;In Progress  (2);;;ctoledoma;Chema Toledo Marco;Dueñas de Osorio;Diversas conglomeraciones orientadas al usuario
2021/08/18 20:13:08;INC30007408683;;Pending  (3);Client Action Required  (8000);;;;Dueñas de Osorio;Diversas conglomeraciones orientadas al usuario
2021/08/18 20:28:27;INC30007408683;;In Progress  (2);;;;;Dueñas de Osorio;Diversas conglomeraciones orientadas al usuario
2021/08/18 22:25:32;INC30007408683;;Pending  (3);Client Action Required  (8000);;;;Dueñas de Osorio;Diversas conglomeraciones orientadas al usuario
2021/08/25 14:32:07;INC30007408683;;Resolved  (4);Automated Resolution Reported  (19000);;;;Dueñas de Osorio;Diversas conglomeraciones orientadas al usuario
2021/09/01 18:00:00;INC30007408683;;Closed  (5);;;;;Dueñas de Osorio;Diversas conglomeraciones orientadas al usuario
2021/08/20 15:09:49;INC30007416073;Low  (3);Assigned  (1);;BINARY_BROADCAST;;;Betancourt y Villa;Soporte tangible reducido
2021/08/20 15:09:57;INC30007416073;;;;;curiagu;Consuela Uría Guardia;Betancourt y Villa;Soporte tangible reducido
2021/08/23 08:07:52;INC30007416073;;;;;earrietace;Eustaquio Arrieta Cerro;Betancourt y Villa;Soporte tangible reducido
2021/08/23 08:09:48;INC30007416073;;;;ALPHA_ASN;;;Betancourt y Villa;Soporte tangible reducido
2021/08/23 08:10:51;INC30007416073;;;;;cmelerora;Ciro Melero Ramos;Betancourt y Villa;Soporte tangible reducido
2021/08/23 08:11:01;INC30007416073;;In Progress  (2);;;;;Betancourt y Villa;Soporte tangible reducido
2021/08/23 09:19:56;INC30007416073;;;;;etenaba;Elisa Tena Batalla;Betancourt y Villa;Soporte tangible reducido
2021/08/23 12:17:12;INC30007416073;;Assigned  (1);;BINARY_BROADCAST;;;Betancourt y Villa;Soporte tangible reducido
2021/08/23 12:17:21;INC30007416073;;;;;curiagu;Consuela Uría Guardia;Betancourt y Villa;Soporte tangible reducido
2021/08/23 12:20:21;INC30007416073;;;;;eanayave;Edmundo Anaya Velázquez;Betancourt y Villa;Soporte tangible reducido
2021/08/23 12:28:29;INC30007416073;;;;GREEN_BAY;;;Betancourt y Villa;Soporte tangible reducido
2021/08/23 12:33:40;INC30007416073;;;;ALPHA_ROUTER;criveraca;Candela Rivera Calvo;Betancourt y Villa;Soporte tangible reducido
2021/08/23 12:34:06;INC30007416073;;;;GREEN_BAY;;;Betancourt y Villa;Soporte tangible reducido
2021/08/23 12:34:44;INC30007416073;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Betancourt y Villa;Soporte tangible reducido
2021/08/23 13:23:40;INC30007416073;;;;;amedinaag;Andrea Medina Agustín;Betancourt y Villa;Soporte tangible reducido
2021/08/23 13:27:39;INC30007416073;;In Progress  (2);;;;;Betancourt y Villa;Soporte tangible reducido
2021/08/23 13:30:48;INC30007416073;;Pending  (3);Client Action Required  (8000);;;;Betancourt y Villa;Soporte tangible reducido
2021/08/23 15:21:01;INC30007416073;;In Progress  (2);;;;;Betancourt y Villa;Soporte tangible reducido
2021/08/25 09:40:06;INC30007416073;;Pending  (3);Client Action Required  (8000);;;;Betancourt y Villa;Soporte tangible reducido
2021/08/26 14:03:34;INC30007416073;;Assigned  (1);;;;;Betancourt y Villa;Soporte tangible reducido
2021/08/27 09:28:18;INC30007416073;;Pending  (3);Client Action Required  (8000);;;;Betancourt y Villa;Soporte tangible reducido
2021/08/27 13:30:54;INC30007416073;;Assigned  (1);;;;;Betancourt y Villa;Soporte tangible reducido
2021/08/27 15:02:44;INC30007416073;;Pending  (3);Request  (10000);;;;Betancourt y Villa;Soporte tangible reducido
2021/08/30 09:41:31;INC30007416073;;In Progress  (2);;;;;Betancourt y Villa;Soporte tangible reducido
2021/08/30 10:17:05;INC30007416073;;Assigned  (1);;ALPHA_ASN;;;Betancourt y Villa;Soporte tangible reducido
2021/08/30 10:19:37;INC30007416073;;;;;cmelerora;Ciro Melero Ramos;Betancourt y Villa;Soporte tangible reducido
2021/08/30 10:19:46;INC30007416073;;In Progress  (2);;;;;Betancourt y Villa;Soporte tangible reducido
2021/08/30 11:37:49;INC30007416073;;;;;earmaszo;Elpidio Armas Zorrilla;Betancourt y Villa;Soporte tangible reducido
2021/08/30 12:13:38;INC30007416073;;Assigned  (1);;GREEN_BAY;;;Betancourt y Villa;Soporte tangible reducido
2021/08/30 12:20:39;INC30007416073;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Betancourt y Villa;Soporte tangible reducido
2021/08/30 12:39:18;INC30007416073;;In Progress  (2);;;cpalomaresri;Che Palomares Rivero;Betancourt y Villa;Soporte tangible reducido
2021/08/30 12:45:33;INC30007416073;;Assigned  (1);;;anavarreteag;Albert Navarrete Aguirre;Betancourt y Villa;Soporte tangible reducido
2021/08/30 13:19:01;INC30007416073;;;;;amedinaag;Andrea Medina Agustín;Betancourt y Villa;Soporte tangible reducido
2021/08/30 13:59:15;INC30007416073;;Resolved  (4);No Further Action Required  (17000);;;;Betancourt y Villa;Soporte tangible reducido
2021/08/31 16:35:26;INC30007416073;;Assigned  (1);;;;;Betancourt y Villa;Soporte tangible reducido
2021/09/01 09:36:05;INC30007416073;;;;ALPHA_ROUTER;;;Betancourt y Villa;Soporte tangible reducido
2021/09/01 09:39:11;INC30007416073;;;;GREEN_BAY;cmuñizpa;Custodia Elvira Múñiz Pastor;Betancourt y Villa;Soporte tangible reducido
2021/09/01 09:44:44;INC30007416073;;;;ALPHA_ASN;;;Betancourt y Villa;Soporte tangible reducido
2021/09/01 09:45:34;INC30007416073;;;;;cmelerora;Ciro Melero Ramos;Betancourt y Villa;Soporte tangible reducido
2021/09/01 09:45:45;INC30007416073;;In Progress  (2);;;;;Betancourt y Villa;Soporte tangible reducido
2021/09/01 12:36:44;INC30007416073;;;;;fperease;Felisa Perea Sedano;Betancourt y Villa;Soporte tangible reducido
2021/09/01 12:42:21;INC30007416073;;Assigned  (1);;ALPHA_ROUTER;;;Betancourt y Villa;Soporte tangible reducido
2021/09/01 12:44:58;INC30007416073;;;;GREEN_BAY;cmuñizpa;Custodia Elvira Múñiz Pastor;Betancourt y Villa;Soporte tangible reducido
2021/09/01 13:02:39;INC30007416073;;;;BINARY_BROADCAST;;;Betancourt y Villa;Soporte tangible reducido
2021/09/01 13:02:48;INC30007416073;;;;;curiagu;Consuela Uría Guardia;Betancourt y Villa;Soporte tangible reducido
2021/09/01 13:33:04;INC30007416073;;;;GREEN_BAY;;;Betancourt y Villa;Soporte tangible reducido
2021/09/01 13:58:31;INC30007416073;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Betancourt y Villa;Soporte tangible reducido
2021/09/01 15:28:44;INC30007416073;;;;BLUE_CACHE;fpozueloca;Felipe Mateo Pozuelo Calvet;Betancourt y Villa;Soporte tangible reducido
2021/09/15 20:44:07;INC30007416073;;Resolved  (4);Temporary Corrective Action  (16000);;;;Betancourt y Villa;Soporte tangible reducido
2021/09/23 02:00:00;INC30007416073;;Closed  (5);Automated Resolution Reported  (19000);;;;Betancourt y Villa;Soporte tangible reducido
2021/08/20 15:03:41;INC30007416582;Medium  (2);Assigned  (1);;BUFFERBAY;;;Tijerina-Cortez SA;Fuerza laboral orientada a la solución fundamental
2021/08/20 15:05:04;INC30007416582;;;;GREEN_BAY;;;Tijerina-Cortez SA;Fuerza laboral orientada a la solución fundamental
2021/08/20 15:06:09;INC30007416582;;;;ALPHA_ROUTER;criveraca;Candela Rivera Calvo;Tijerina-Cortez SA;Fuerza laboral orientada a la solución fundamental
2021/08/20 15:06:38;INC30007416582;;;;GREEN_BAY;cmuñizpa;Custodia Elvira Múñiz Pastor;Tijerina-Cortez SA;Fuerza laboral orientada a la solución fundamental
2021/08/20 15:07:03;INC30007416582;;;;;;;Tijerina-Cortez SA;Fuerza laboral orientada a la solución fundamental
2021/08/20 18:04:19;INC30007416582;;;;;ctoledoma;Chema Toledo Marco;Tijerina-Cortez SA;Fuerza laboral orientada a la solución fundamental
2021/08/20 18:04:40;INC30007416582;;Pending  (3);Client Action Required  (8000);;;;Tijerina-Cortez SA;Fuerza laboral orientada a la solución fundamental
2021/08/24 09:09:15;INC30007416582;;In Progress  (2);;;;;Tijerina-Cortez SA;Fuerza laboral orientada a la solución fundamental
2021/08/24 09:13:49;INC30007416582;;Pending  (3);Client Action Required  (8000);;;;Tijerina-Cortez SA;Fuerza laboral orientada a la solución fundamental
2021/08/25 14:33:21;INC30007416582;;Resolved  (4);Automated Resolution Reported  (19000);;;;Tijerina-Cortez SA;Fuerza laboral orientada a la solución fundamental
2021/09/01 18:00:00;INC30007416582;;Closed  (5);;;;;Tijerina-Cortez SA;Fuerza laboral orientada a la solución fundamental
2021/08/22 00:55:46;INC30007417276;High  (1);Assigned  (1);;ALPHA_ROUTER;;;Dueñas de Osorio;Diversas conglomeraciones orientadas al usuario
2021/08/22 00:56:25;INC30007417276;;;;;esolanoes;Elpidio Ismael Solano Español;Dueñas de Osorio;Diversas conglomeraciones orientadas al usuario
2021/08/22 00:56:45;INC30007417276;;;;;;;Dueñas de Osorio;Diversas conglomeraciones orientadas al usuario
2021/08/22 00:57:10;INC30007417276;;;;BLUE_CACHE;;;Dueñas de Osorio;Diversas conglomeraciones orientadas al usuario
