Audit_date;"ID";"Priority";"Status";"Status_Reason";"Assigned_Group";"Login";"Assignee";"Company";"Company_desc"
2021/12/20 10:41:27;INC30007954291;Medium  (2);Assigned  (1);;ALPHAAPEX;;;Alejandro-Raya e Hija;Paralelismo de recursos humanos de tamaño baja
2021/12/20 10:41:51;INC30007954291;;;;;gfabregaspl;Graciano Trinidad Fábregas Planas;Alejandro-Raya e Hija;Paralelismo de recursos humanos de tamaño baja
2021/12/20 10:43:11;INC30007954291;;;;ALPHA_ROUTER;;;Alejandro-Raya e Hija;Paralelismo de recursos humanos de tamaño baja
2021/12/20 10:43:55;INC30007954291;;;;;criveraca;Candela Rivera Calvo;Alejandro-Raya e Hija;Paralelismo de recursos humanos de tamaño baja
2021/12/20 10:45:12;INC30007954291;;;;BLUE_CACHE;cmuñizpa;Custodia Elvira Múñiz Pastor;Alejandro-Raya e Hija;Paralelismo de recursos humanos de tamaño baja
2021/12/20 13:05:30;INC30007954291;;;;;amedinaag;Andrea Medina Agustín;Alejandro-Raya e Hija;Paralelismo de recursos humanos de tamaño baja
2021/12/23 08:51:01;INC30007954291;;Pending  (3);Client Action Required  (8000);;;;Alejandro-Raya e Hija;Paralelismo de recursos humanos de tamaño baja
2021/12/23 12:06:13;INC30007954291;;In Progress  (2);;;;;Alejandro-Raya e Hija;Paralelismo de recursos humanos de tamaño baja
2021/12/24 11:39:11;INC30007954291;;Assigned  (1);;;;;Alejandro-Raya e Hija;Paralelismo de recursos humanos de tamaño baja
2021/12/30 08:53:28;INC30007954291;;Pending  (3);Client Action Required  (8000);;;;Alejandro-Raya e Hija;Paralelismo de recursos humanos de tamaño baja
2022/01/03 11:05:46;INC30007954291;;;;;eestradasa;Ezequiel Estrada Sanmiguel;Alejandro-Raya e Hija;Paralelismo de recursos humanos de tamaño baja
2022/01/10 12:07:23;INC30007954291;;;Support Contact Hold  (6000);;;;Alejandro-Raya e Hija;Paralelismo de recursos humanos de tamaño baja
2022/02/08 11:23:09;INC30007954291;;;;;amedinaag;Andrea Medina Agustín;Alejandro-Raya e Hija;Paralelismo de recursos humanos de tamaño baja
2022/02/16 16:56:45;INC30007954291;;Resolved  (4);Automated Resolution Reported  (19000);;;;Alejandro-Raya e Hija;Paralelismo de recursos humanos de tamaño baja
2022/02/23 18:00:00;INC30007954291;;Closed  (5);;;;;Alejandro-Raya e Hija;Paralelismo de recursos humanos de tamaño baja
2022/01/05 06:29:38;INC30008007665;Medium  (2);Assigned  (1);;ALPHA_ROUTER;;;Corporación Mendoza-Silva;OpenSystem explícito sincronizado
2022/01/05 06:29:57;INC30008007665;;;;;csoleraab;Concha Solera Abellán;Corporación Mendoza-Silva;OpenSystem explícito sincronizado
2022/01/05 06:30:26;INC30008007665;;;;BLACK_BOX;afontpo;Ariadna Font Ponce;Corporación Mendoza-Silva;OpenSystem explícito sincronizado
2022/01/05 07:24:53;INC30008007665;;;;;carroyove;Casandra Arroyo Verdejo;Corporación Mendoza-Silva;OpenSystem explícito sincronizado
2022/01/05 07:45:52;INC30008007665;;Pending  (3);Client Action Required  (8000);;;;Corporación Mendoza-Silva;OpenSystem explícito sincronizado
2022/02/04 08:17:22;INC30008007665;;Resolved  (4);No Further Action Required  (17000);;;;Corporación Mendoza-Silva;OpenSystem explícito sincronizado
2022/02/11 18:00:00;INC30008007665;;Closed  (5);Automated Resolution Reported  (19000);;;;Corporación Mendoza-Silva;OpenSystem explícito sincronizado
2022/01/20 01:36:20;INC30008073908;Medium  (2);Assigned  (1);;BLUE_CACHE;;;Betancourt y Villa;Soporte tangible reducido
2022/01/20 01:36:49;INC30008073908;;;;ALPHA_ROUTER;csierragi;Chelo Sierra Gilabert;Betancourt y Villa;Soporte tangible reducido
2022/01/20 01:37:27;INC30008073908;;;;BLUE_CACHE;;;Betancourt y Villa;Soporte tangible reducido
2022/01/20 01:38:53;INC30008073908;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Betancourt y Villa;Soporte tangible reducido
2022/01/20 01:53:26;INC30008073908;;;;;csierragi;Chelo Sierra Gilabert;Betancourt y Villa;Soporte tangible reducido
2022/01/20 01:53:48;INC30008073908;;;;INFOPULSE;;;Betancourt y Villa;Soporte tangible reducido
2022/01/26 09:57:25;INC30008073908;;;;BINARY_BACKUP;;;Betancourt y Villa;Soporte tangible reducido
