Audit_date;"ID";"Priority";"Status";"Status_Reason";"Assigned_Group";"Login";"Assignee";"Company";"Company_desc"
2021/04/12 14:21:27;INC30006771803;Low  (3);Assigned  (1);;CYBERPULSE;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/12 14:28:00;INC30006771803;;;;;aalcantarazo;Azeneth Alcántara Zorrilla;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/12 16:17:26;INC30006771803;;;;BLUE_CACHE;asedanoal;Águeda Sedano Alemany;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/12 18:34:30;INC30006771803;;Pending  (3);Future Enhancement  (11000);;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/05/24 16:32:11;INC30006771803;;Resolved  (4);No Further Action Required  (17000);;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/05/31 18:00:00;INC30006771803;;Closed  (5);Automated Resolution Reported  (19000);;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/12 19:08:58;INC30006773828;Medium  (2);Assigned  (1);;ALPHA_ROUTER;;;Asociación Chavarría e Hija;Realineado NET neural óptimo
2021/04/12 19:09:15;INC30006773828;;;;;criodu;Cruz Río Duque;Asociación Chavarría e Hija;Realineado NET neural óptimo
2021/04/12 19:09:46;INC30006773828;;In Progress  (2);;BLUE_CACHE;;;Asociación Chavarría e Hija;Realineado NET neural óptimo
2021/04/12 19:12:30;INC30006773828;;Assigned  (1);;;cmuñizpa;Custodia Elvira Múñiz Pastor;Asociación Chavarría e Hija;Realineado NET neural óptimo
2021/04/12 19:24:15;INC30006773828;;In Progress  (2);;;ctoledoma;Chema Toledo Marco;Asociación Chavarría e Hija;Realineado NET neural óptimo
2021/04/12 19:54:21;INC30006773828;;Assigned  (1);;YELLOW_TERA;dgoñigo;David Goñi Goicoechea;Asociación Chavarría e Hija;Realineado NET neural óptimo
2021/04/13 09:37:17;INC30006773828;;;;ALPHA_ROUTER;;;Asociación Chavarría e Hija;Realineado NET neural óptimo
2021/04/13 10:10:26;INC30006773828;;;;;csoleraab;Concha Solera Abellán;Asociación Chavarría e Hija;Realineado NET neural óptimo
2021/04/13 10:10:58;INC30006773828;;In Progress  (2);;;;;Asociación Chavarría e Hija;Realineado NET neural óptimo
2021/04/13 10:12:54;INC30006773828;;;;BLUE_CACHE;;;Asociación Chavarría e Hija;Realineado NET neural óptimo
2021/04/13 12:00:05;INC30006773828;;Assigned  (1);;;cmuñizpa;Custodia Elvira Múñiz Pastor;Asociación Chavarría e Hija;Realineado NET neural óptimo
2021/04/13 15:47:14;INC30006773828;;In Progress  (2);;;ctoledoma;Chema Toledo Marco;Asociación Chavarría e Hija;Realineado NET neural óptimo
2021/04/13 17:28:41;INC30006773828;;Pending  (3);Client Action Required  (8000);;;;Asociación Chavarría e Hija;Realineado NET neural óptimo
2021/04/26 13:02:11;INC30006773828;;Resolved  (4);No Further Action Required  (17000);;csierragi;Chelo Sierra Gilabert;Asociación Chavarría e Hija;Realineado NET neural óptimo
2021/05/03 18:00:00;INC30006773828;;Closed  (5);Automated Resolution Reported  (19000);;;;Asociación Chavarría e Hija;Realineado NET neural óptimo
2021/04/15 13:33:11;INC30006793438;High  (1);Assigned  (1);;ALPHA_ROUTER;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/15 13:35:28;INC30006793438;;;;;cvelascove;Carlito Velasco Verdú;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/15 13:36:42;INC30006793438;;;;ORANGE_BUFFER;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/15 13:37:13;INC30006793438;;;;;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/15 13:37:57;INC30006793438;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/15 13:43:45;INC30006793438;;In Progress  (2);;;cpozota;Clarisa Pozo Tamarit;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/15 13:47:35;INC30006793438;;Pending  (3);Client Action Required  (8000);;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/15 16:42:11;INC30006793438;;Resolved  (4);Automated Resolution Reported  (19000);;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/19 09:55:45;INC30006793438;;Assigned  (1);;;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/19 09:59:56;INC30006793438;;Pending  (3);Client Action Required  (8000);;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/19 10:04:47;INC30006793438;;Resolved  (4);Automated Resolution Reported  (19000);;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/21 17:07:10;INC30006793438;;Assigned  (1);;;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/21 17:19:06;INC30006793438;Medium  (2);;;;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/21 17:27:57;INC30006793438;;Pending  (3);Client Action Required  (8000);;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/05/12 17:18:32;INC30006793438;;Resolved  (4);Customer Follow-Up Required  (15000);;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/05/19 18:00:00;INC30006793438;;Closed  (5);Automated Resolution Reported  (19000);;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/16 03:49:10;INC30006797319;High  (1);Assigned  (1);;ALPHA_ROUTER;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/16 03:50:10;INC30006797319;;;;BLUE_CACHE;csierragi;Chelo Sierra Gilabert;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/16 03:51:22;INC30006797319;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/16 03:53:57;INC30006797319;;;;;cpontsa;Cayetana Pont Sandoval;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/16 03:54:52;INC30006797319;;In Progress  (2);;;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/16 04:46:41;INC30006797319;;Pending  (3);Client Action Required  (8000);;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/16 05:45:47;INC30006797319;;Assigned  (1);;;cpalomaresri;Che Palomares Rivero;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/16 05:46:48;INC30006797319;;Pending  (3);Client Action Required  (8000);;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/27 09:28:22;INC30006797319;;Resolved  (4);Automated Resolution Reported  (19000);;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/05/04 18:00:00;INC30006797319;;Closed  (5);;;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/16 10:25:20;INC30006799626;Low  (3);Assigned  (1);;DATA_DNS;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/16 10:40:29;INC30006799626;;;;ALPHA_ROUTER;damadorma;Domitila Amador Manzanares;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/16 10:41:36;INC30006799626;;;;DATA_DNS;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/16 10:42:44;INC30006799626;;;;;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/16 10:43:05;INC30006799626;;;;;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/16 10:43:43;INC30006799626;;;;;cferreroca;Charo Ferrero Carranza;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/16 13:36:42;INC30006799626;;In Progress  (2);;;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/16 13:37:08;INC30006799626;;Assigned  (1);;ALPHA_ACROBAT;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/16 15:52:04;INC30006799626;;;;ALPHA_ROUTER;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/16 15:53:07;INC30006799626;;;;;cvelascove;Carlito Velasco Verdú;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/16 15:58:55;INC30006799626;;;;BLUE_CACHE;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/16 16:05:34;INC30006799626;;;;;aalcantarazo;Azeneth Alcántara Zorrilla;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/16 17:52:56;INC30006799626;;Pending  (3);Future Enhancement  (11000);;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/20 09:27:48;INC30006799626;;Assigned  (1);;;asedanoal;Águeda Sedano Alemany;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/20 17:51:36;INC30006799626;;;;ALPHA_ACROBAT;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/20 19:26:09;INC30006799626;;;;ALPHA_ROUTER;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/20 19:33:09;INC30006799626;;;;BLUE_CACHE;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/20 21:55:11;INC30006799626;;;;;asedanoal;Águeda Sedano Alemany;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/21 07:58:41;INC30006799626;;Pending  (3);Client Action Required  (8000);;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/26 17:59:04;INC30006799626;;In Progress  (2);;;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/26 17:59:55;INC30006799626;;Resolved  (4);No Further Action Required  (17000);;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/05/03 18:00:00;INC30006799626;;Closed  (5);Automated Resolution Reported  (19000);;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/04/16 13:41:05;INC30006801452;Medium  (2);Assigned  (1);;ALPHA_ROUTER;;;Marroquín de Polanco SA;Visionario de ayuda discreta
2021/04/16 13:42:05;INC30006801452;;;;;csoleraab;Concha Solera Abellán;Marroquín de Polanco SA;Visionario de ayuda discreta
2021/04/16 13:44:10;INC30006801452;;;;BLUE_CACHE;;;Marroquín de Polanco SA;Visionario de ayuda discreta
