Audit_date;"ID";"Priority";"Status";"Status_Reason";"Assigned_Group";"Login";"Assignee";"Company";"Company_desc"
2021/10/25 13:25:57;INC30007701860;Medium  (2);Assigned  (1);;ALPHA_ROUTER;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/10/25 13:27:51;INC30007701860;;;;;dsevillace;Diana Sevilla Cerezo;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/10/25 13:28:38;INC30007701860;;;;;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/10/25 13:34:37;INC30007701860;;;;BLUE_CACHE;cmuñizpa;Custodia Elvira Múñiz Pastor;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/10/25 13:38:08;INC30007701860;;;;;anavarreteag;Albert Navarrete Aguirre;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/10/26 10:04:53;INC30007701860;;In Progress  (2);;;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/10/26 12:31:06;INC30007701860;;Assigned  (1);;;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/10/26 12:32:31;INC30007701860;;;;;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/10/27 11:46:42;INC30007701860;;;;;eestradasa;Ezequiel Estrada Sanmiguel;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/10/27 11:47:16;INC30007701860;;Pending  (3);Client Action Required  (8000);;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/10/29 14:28:28;INC30007701860;;;;;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/10/29 14:31:13;INC30007701860;;;Third Party Vendor Action Reqd  (7000);;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/11/02 12:02:10;INC30007701860;;In Progress  (2);;;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/11/03 14:48:34;INC30007701860;;Pending  (3);Third Party Vendor Action Reqd  (7000);;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/11/10 09:34:48;INC30007701860;;Resolved  (4);No Further Action Required  (17000);;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/11/14 10:48:53;INC30007701860;;Assigned  (1);;;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/11/15 08:57:11;INC30007701860;;Pending  (3);Client Action Required  (8000);;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/11/16 10:48:06;INC30007701860;;In Progress  (2);;;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/11/16 14:48:56;INC30007701860;;Pending  (3);Client Action Required  (8000);;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/11/18 13:57:49;INC30007701860;High  (1);;;;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/11/18 13:59:30;INC30007701860;;Resolved  (4);No Further Action Required  (17000);;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/11/18 14:08:13;INC30007701860;;Assigned  (1);;;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/11/18 14:36:36;INC30007701860;;Pending  (3);Client Action Required  (8000);;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/11/19 11:16:44;INC30007701860;;Assigned  (1);;;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/11/19 12:12:41;INC30007701860;;Pending  (3);Client Action Required  (8000);;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/11/19 13:28:29;INC30007701860;;;Third Party Vendor Action Reqd  (7000);;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/12/28 11:23:19;INC30007701860;;Resolved  (4);No Further Action Required  (17000);;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2022/01/04 18:00:00;INC30007701860;;Closed  (5);Automated Resolution Reported  (19000);;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/11/18 06:00:08;INC30007813424;High  (1);Assigned  (1);;ALPHA_ARRAY;;;Marroquín de Polanco SA;Visionario de ayuda discreta
2021/11/18 07:09:29;INC30007813424;;In Progress  (2);;;aaragonesva;África Azucena Aragonés Varela;Marroquín de Polanco SA;Visionario de ayuda discreta
2021/11/18 08:25:28;INC30007813424;;Assigned  (1);;BLUE_CACHE;;;Marroquín de Polanco SA;Visionario de ayuda discreta
2021/11/18 08:28:30;INC30007813424;;;;ALPHA_ROUTER;cvelascove;Carlito Velasco Verdú;Marroquín de Polanco SA;Visionario de ayuda discreta
2021/11/18 08:28:45;INC30007813424;;;;BLUE_CACHE;;;Marroquín de Polanco SA;Visionario de ayuda discreta
2021/11/18 08:29:02;INC30007813424;;;;;;;Marroquín de Polanco SA;Visionario de ayuda discreta
2021/11/18 08:29:24;INC30007813424;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Marroquín de Polanco SA;Visionario de ayuda discreta
2021/11/18 09:09:38;INC30007813424;;Pending  (3);Client Action Required  (8000);;;;Marroquín de Polanco SA;Visionario de ayuda discreta
2021/11/19 10:34:45;INC30007813424;;Assigned  (1);;;anavarreteag;Albert Navarrete Aguirre;Marroquín de Polanco SA;Visionario de ayuda discreta
2021/11/19 10:34:59;INC30007813424;;Pending  (3);Client Action Required  (8000);;;;Marroquín de Polanco SA;Visionario de ayuda discreta
