Audit_date;"ID";"Priority";"Status";"Status_Reason";"Assigned_Group";"Login";"Assignee";"Company";"Company_desc"
2021/06/09 11:04:26;INC30007097278;Medium  (2);Assigned  (1);;BLACK_BOX;;;Corporación Mendoza-Silva;OpenSystem explícito sincronizado
2021/06/09 11:27:57;INC30007097278;;;;;aaznarga;Alexandra Aznar Gargallo;Corporación Mendoza-Silva;OpenSystem explícito sincronizado
2021/06/09 11:28:07;INC30007097278;;In Progress  (2);;;;;Corporación Mendoza-Silva;OpenSystem explícito sincronizado
2021/06/09 12:53:05;INC30007097278;;Pending  (3);Third Party Vendor Action Reqd  (7000);;;;Corporación Mendoza-Silva;OpenSystem explícito sincronizado
2021/07/21 11:51:25;INC30007097278;;;;;;;Corporación Mendoza-Silva;OpenSystem explícito sincronizado
2021/08/06 08:53:52;INC30007097278;;Resolved  (4);Temporary Corrective Action  (16000);;;;Corporación Mendoza-Silva;OpenSystem explícito sincronizado
2021/08/13 18:00:00;INC30007097278;;Closed  (5);Automated Resolution Reported  (19000);;;;Corporación Mendoza-Silva;OpenSystem explícito sincronizado
2021/06/22 10:31:56;INC30007161127;Low  (3);Assigned  (1);;CRYSTALCAVERN;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2021/06/22 10:33:05;INC30007161127;;;;;efuenteste;Eufemia Fuentes Terrón;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2021/06/22 10:55:02;INC30007161127;;;;ALPHAABYSS;fdieguezmi;Flavio Diéguez Miguel;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2021/06/22 10:59:29;INC30007161127;;;;GREEN_BAY;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2021/06/22 11:21:08;INC30007161127;;;;ALPHA_ROUTER;fcalatayudta;Fabricio Calatayud Taboada;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2021/06/22 11:21:48;INC30007161127;;;;;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2021/06/22 15:26:35;INC30007161127;;;;GREEN_BAY;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2021/06/22 15:28:19;INC30007161127;;;;ALPHA_ROUTER;criveraca;Candela Rivera Calvo;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2021/06/22 15:28:42;INC30007161127;;;;;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2021/06/22 15:29:09;INC30007161127;;;;GREEN_BAY;cmuñizpa;Custodia Elvira Múñiz Pastor;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2021/06/22 17:03:14;INC30007161127;;;;;anavarreteag;Albert Navarrete Aguirre;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2021/06/22 17:38:09;INC30007161127;;In Progress  (2);;;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2021/06/22 17:38:37;INC30007161127;;;;;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2021/07/03 06:15:50;INC30007161127;;Pending  (3);Third Party Vendor Action Reqd  (7000);;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2021/07/28 10:29:28;INC30007161127;;;;;eestradasa;Ezequiel Estrada Sanmiguel;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2021/07/28 12:01:36;INC30007161127;;Resolved  (4);Automated Resolution Reported  (19000);;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2021/08/04 18:00:00;INC30007161127;;Closed  (5);;;;;Asociación Reynoso SRL;Conjunto de herramientas heurísticas personalizables
2021/06/22 10:48:06;INC30007161232;Medium  (2);Assigned  (1);;ALPHA_ROUTER;;;Barajas-Verdugo SA;Utilización coherente sinérgica
2021/06/22 10:50:19;INC30007161232;;;;;cmartorellgo;Candelario Martorell Gomila;Barajas-Verdugo SA;Utilización coherente sinérgica
2021/06/22 10:50:45;INC30007161232;;;;;;;Barajas-Verdugo SA;Utilización coherente sinérgica
2021/06/22 10:51:13;INC30007161232;;;;ALPHAABYSS;;;Barajas-Verdugo SA;Utilización coherente sinérgica
2021/06/22 11:08:05;INC30007161232;;;;;fdieguezmi;Flavio Diéguez Miguel;Barajas-Verdugo SA;Utilización coherente sinérgica
2021/06/22 11:09:32;INC30007161232;;;;GREEN_BAY;;;Barajas-Verdugo SA;Utilización coherente sinérgica
2021/06/22 11:39:50;INC30007161232;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Barajas-Verdugo SA;Utilización coherente sinérgica
2021/06/22 13:15:25;INC30007161232;;In Progress  (2);;;anavarreteag;Albert Navarrete Aguirre;Barajas-Verdugo SA;Utilización coherente sinérgica
2021/06/22 14:13:26;INC30007161232;;;;;;;Barajas-Verdugo SA;Utilización coherente sinérgica
2021/07/03 06:15:17;INC30007161232;;Pending  (3);Third Party Vendor Action Reqd  (7000);;;;Barajas-Verdugo SA;Utilización coherente sinérgica
2021/07/16 08:43:31;INC30007161232;;;;;eestradasa;Ezequiel Estrada Sanmiguel;Barajas-Verdugo SA;Utilización coherente sinérgica
2021/07/28 12:00:55;INC30007161232;;Resolved  (4);Automated Resolution Reported  (19000);;;;Barajas-Verdugo SA;Utilización coherente sinérgica
2021/08/04 18:00:00;INC30007161232;;Closed  (5);;;;;Barajas-Verdugo SA;Utilización coherente sinérgica
2021/07/14 13:15:16;INC30007265868;High  (1);Assigned  (1);;ALPHA_ROUTER;;;Lázaro y Gutiérrez SA;Extranet de 6th Generation opcional
2021/07/14 13:21:56;INC30007265868;;;;;damadorma;Domitila Amador Manzanares;Lázaro y Gutiérrez SA;Extranet de 6th Generation opcional
2021/07/14 13:22:19;INC30007265868;;;;;;;Lázaro y Gutiérrez SA;Extranet de 6th Generation opcional
2021/07/14 13:22:36;INC30007265868;;;;;;;Lázaro y Gutiérrez SA;Extranet de 6th Generation opcional
2021/07/14 13:24:22;INC30007265868;;;;GREEN_BAY;cmuñizpa;Custodia Elvira Múñiz Pastor;Lázaro y Gutiérrez SA;Extranet de 6th Generation opcional
2021/07/14 13:27:49;INC30007265868;;;;;alloretca;Ainoa Lloret Capdevila;Lázaro y Gutiérrez SA;Extranet de 6th Generation opcional
2021/07/14 14:09:58;INC30007265868;;Pending  (3);Client Action Required  (8000);;;;Lázaro y Gutiérrez SA;Extranet de 6th Generation opcional
2021/07/26 16:57:34;INC30007265868;;Resolved  (4);No Further Action Required  (17000);;;;Lázaro y Gutiérrez SA;Extranet de 6th Generation opcional
2021/08/02 18:00:00;INC30007265868;;Closed  (5);Automated Resolution Reported  (19000);;;;Lázaro y Gutiérrez SA;Extranet de 6th Generation opcional
2021/07/20 08:57:08;INC30007288894;High  (1);Assigned  (1);;ALPHA_ROUTER;;;Cortés, Guevara y Solorzano SRL;Colaboración virtual de la sexta generación
2021/07/20 09:13:25;INC30007288894;;;;;cmartorellgo;Candelario Martorell Gomila;Cortés, Guevara y Solorzano SRL;Colaboración virtual de la sexta generación
2021/07/20 09:13:41;INC30007288894;;;;BLUE_CACHE;;;Cortés, Guevara y Solorzano SRL;Colaboración virtual de la sexta generación
2021/07/20 09:13:58;INC30007288894;;;;;cmartorellgo;Candelario Martorell Gomila;Cortés, Guevara y Solorzano SRL;Colaboración virtual de la sexta generación
2021/07/20 09:14:19;INC30007288894;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Cortés, Guevara y Solorzano SRL;Colaboración virtual de la sexta generación
2021/07/20 09:16:05;INC30007288894;;;;;eestradasa;Ezequiel Estrada Sanmiguel;Cortés, Guevara y Solorzano SRL;Colaboración virtual de la sexta generación
2021/07/20 09:48:09;INC30007288894;;In Progress  (2);;;;;Cortés, Guevara y Solorzano SRL;Colaboración virtual de la sexta generación
2021/07/20 11:00:24;INC30007288894;;Pending  (3);Client Action Required  (8000);;;;Cortés, Guevara y Solorzano SRL;Colaboración virtual de la sexta generación
2021/07/22 09:56:27;INC30007288894;;Resolved  (4);Automated Resolution Reported  (19000);;;;Cortés, Guevara y Solorzano SRL;Colaboración virtual de la sexta generación
2021/07/27 12:42:45;INC30007288894;;Assigned  (1);;;;;Cortés, Guevara y Solorzano SRL;Colaboración virtual de la sexta generación
2021/07/27 13:08:49;INC30007288894;;In Progress  (2);;;;;Cortés, Guevara y Solorzano SRL;Colaboración virtual de la sexta generación
2021/07/27 13:34:09;INC30007288894;;Resolved  (4);Automated Resolution Reported  (19000);;;;Cortés, Guevara y Solorzano SRL;Colaboración virtual de la sexta generación
2021/08/03 18:00:00;INC30007288894;;Closed  (5);;;;;Cortés, Guevara y Solorzano SRL;Colaboración virtual de la sexta generación
2021/07/20 18:09:23;INC30007292568;Medium  (2);Assigned  (1);;GREEN_BAY;;;Betancourt y Villa;Soporte tangible reducido
2021/07/20 18:10:45;INC30007292568;;;;;aalcantarazo;Azeneth Alcántara Zorrilla;Betancourt y Villa;Soporte tangible reducido
2021/07/20 18:11:08;INC30007292568;;Pending  (3);Automated Resolution Reported  (19000);;;;Betancourt y Villa;Soporte tangible reducido
2021/07/21 11:50:45;INC30007292568;;Assigned  (1);;;jlastramu;José Evita Lastra Mur;Betancourt y Villa;Soporte tangible reducido
2021/07/21 12:40:30;INC30007292568;;Pending  (3);Support Contact Hold  (6000);;;;Betancourt y Villa;Soporte tangible reducido
2021/07/27 01:51:34;INC30007292568;;Resolved  (4);No Further Action Required  (17000);;;;Betancourt y Villa;Soporte tangible reducido
2021/08/03 02:00:00;INC30007292568;;Closed  (5);Automated Resolution Reported  (19000);;;;Betancourt y Villa;Soporte tangible reducido
2021/07/20 18:16:56;INC30007292737;Medium  (2);Assigned  (1);;BLUE_CACHE;;;Betancourt y Villa;Soporte tangible reducido
2021/07/20 18:25:17;INC30007292737;;;;ALPHA_ROUTER;damadorma;Domitila Amador Manzanares;Betancourt y Villa;Soporte tangible reducido
2021/07/20 18:25:35;INC30007292737;;;;;;;Betancourt y Villa;Soporte tangible reducido
2021/07/20 18:26:11;INC30007292737;;;;BLUE_CACHE;;;Betancourt y Villa;Soporte tangible reducido
2021/07/20 18:26:39;INC30007292737;;;;;;;Betancourt y Villa;Soporte tangible reducido
2021/07/20 18:26:55;INC30007292737;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Betancourt y Villa;Soporte tangible reducido
2021/07/21 07:22:48;INC30007292737;;;;;eromeufl;Elena Romeu Flor;Betancourt y Villa;Soporte tangible reducido
2021/07/21 07:57:44;INC30007292737;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Betancourt y Villa;Soporte tangible reducido
2021/07/21 08:40:15;INC30007292737;;;;;eestradasa;Ezequiel Estrada Sanmiguel;Betancourt y Villa;Soporte tangible reducido
2021/07/28 11:28:57;INC30007292737;;Resolved  (4);Automated Resolution Reported  (19000);;;;Betancourt y Villa;Soporte tangible reducido
2021/08/04 18:00:00;INC30007292737;;Closed  (5);;;;;Betancourt y Villa;Soporte tangible reducido
2021/07/21 10:41:35;INC30007295126;High  (1);Assigned  (1);;ORANGE_BUFFER;;;Asociación Urrutia;Compensación intermedia de servicio intermedio
2021/07/21 10:55:27;INC30007295126;;;;ALPHA_ROUTER;cmartorellgo;Candelario Martorell Gomila;Asociación Urrutia;Compensación intermedia de servicio intermedio
2021/07/21 10:55:50;INC30007295126;;;;ORANGE_BUFFER;;;Asociación Urrutia;Compensación intermedia de servicio intermedio
2021/07/21 10:56:17;INC30007295126;;;;;cmartorellgo;Candelario Martorell Gomila;Asociación Urrutia;Compensación intermedia de servicio intermedio
2021/07/21 10:56:51;INC30007295126;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Asociación Urrutia;Compensación intermedia de servicio intermedio
2021/07/21 10:58:27;INC30007295126;;;;;cpozota;Clarisa Pozo Tamarit;Asociación Urrutia;Compensación intermedia de servicio intermedio
2021/07/21 11:11:22;INC30007295126;;Pending  (3);Client Action Required  (8000);;;;Asociación Urrutia;Compensación intermedia de servicio intermedio
2021/07/30 09:02:18;INC30007295126;;Resolved  (4);Automated Resolution Reported  (19000);;;;Asociación Urrutia;Compensación intermedia de servicio intermedio
2021/08/06 18:00:00;INC30007295126;;Closed  (5);;;;;Asociación Urrutia;Compensación intermedia de servicio intermedio
2021/07/21 10:51:32;INC30007295517;High  (1);Assigned  (1);;ALPHA_ROUTER;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/07/21 10:53:27;INC30007295517;;;;;cmartorellgo;Candelario Martorell Gomila;Viajes Rincón S. de H.;Aplicación óptima en red
2021/07/21 10:54:12;INC30007295517;;;;;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/07/21 10:55:00;INC30007295517;;;;BLUE_CACHE;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/07/21 10:56:41;INC30007295517;Critical  (0);;;;;;Viajes Rincón S. de H.;Aplicación óptima en red
2021/07/21 10:58:56;INC30007295517;;;;;asedanoal;Águeda Sedano Alemany;Viajes Rincón S. de H.;Aplicación óptima en red
2021/07/21 10:59:30;INC30007295517;;;;;aalcantarazo;Azeneth Alcántara Zorrilla;Viajes Rincón S. de H.;Aplicación óptima en red
2021/07/21 11:05:58;INC30007295517;;In Progress  (2);;;asedanoal;Águeda Sedano Alemany;Viajes Rincón S. de H.;Aplicación óptima en red
