Audit_date;"ID";"Priority";"Status";"Status_Reason";"Assigned_Group";"Login";"Assignee";"Company";"Company_desc"
2021/12/27 11:54:19;INC30007980694;High  (1);Assigned  (1);;ALPHA_ROUTER;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/12/27 11:57:31;INC30007980694;;;;;cmartorellgo;Candelario Martorell Gomila;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/12/27 11:57:44;INC30007980694;;;;GREEN_BAY;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/12/27 11:58:13;INC30007980694;;;;;cmartorellgo;Candelario Martorell Gomila;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/12/27 11:58:34;INC30007980694;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/12/27 12:01:32;INC30007980694;;In Progress  (2);;BLUE_CACHE;cromanma;Candelario Roman Mancebo;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/12/27 13:19:04;INC30007980694;;Pending  (3);Client Action Required  (8000);;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/12/28 10:07:03;INC30007980694;;;;;amedinaag;Andrea Medina Agustín;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/12/28 10:07:57;INC30007980694;;In Progress  (2);;;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/12/28 17:55:33;INC30007980694;;Pending  (3);Client Action Required  (8000);;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/12/29 12:23:28;INC30007980694;;Resolved  (4);No Further Action Required  (17000);;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/12/29 17:14:15;INC30007980694;;Assigned  (1);;;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/12/29 17:15:56;INC30007980694;;In Progress  (2);;;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/12/30 08:49:05;INC30007980694;Medium  (2);;;;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2021/12/30 08:49:58;INC30007980694;;Pending  (3);Client Action Required  (8000);;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2022/01/03 11:05:21;INC30007980694;;;;;eestradasa;Ezequiel Estrada Sanmiguel;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2022/01/07 16:03:28;INC30007980694;;Resolved  (4);No Further Action Required  (17000);;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2022/01/10 10:25:35;INC30007980694;;Assigned  (1);;;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2022/01/10 12:06:07;INC30007980694;;Pending  (3);Support Contact Hold  (6000);;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2022/02/08 11:37:24;INC30007980694;;Assigned  (1);;;amedinaag;Andrea Medina Agustín;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2022/02/08 11:38:35;INC30007980694;;Pending  (3);Support Contact Hold  (6000);;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2022/05/09 12:55:22;INC30007980694;;Resolved  (4);Automated Resolution Reported  (19000);;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2022/05/16 18:00:00;INC30007980694;;Closed  (5);;;;;Tamayo y Salcido SA;Marco sincronizado orientado a la solución
2022/04/06 02:44:54;INC30008447850;High  (1);Assigned  (1);;ALPHA_ROUTER;;;Castañeda, Peláez y Viera SA;Política sistemática de código abierto
2022/04/06 02:45:30;INC30008447850;;;;;evarelape;Estefanía Varela Pedraza;Castañeda, Peláez y Viera SA;Política sistemática de código abierto
2022/04/06 02:47:56;INC30008447850;;;;BLUE_CACHE;;;Castañeda, Peláez y Viera SA;Política sistemática de código abierto
2022/04/06 02:51:15;INC30008447850;;In Progress  (2);;;;;Castañeda, Peláez y Viera SA;Política sistemática de código abierto
2022/04/06 03:02:26;INC30008447850;;Pending  (3);Client Action Required  (8000);;;;Castañeda, Peláez y Viera SA;Política sistemática de código abierto
2022/04/28 11:32:49;INC30008447850;;;;;fescalonama;Fátima Escalona Mayoral;Castañeda, Peláez y Viera SA;Política sistemática de código abierto
2022/04/28 11:34:23;INC30008447850;;Resolved  (4);No Further Action Required  (17000);;;;Castañeda, Peláez y Viera SA;Política sistemática de código abierto
