Audit_date;"ID";"Priority";"Status";"Status_Reason";"Assigned_Group";"Login";"Assignee";"Company";"Company_desc"
2022/08/29 14:10:46;INC30009191303;High  (1);Assigned  (1);;ALPHA_ROUTER;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/08/29 14:14:14;INC30009191303;;;;GREEN_BAY;anovoaal;Áurea Novoa Almazán;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/08/29 14:14:26;INC30009191303;;In Progress  (2);;;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/08/29 15:15:36;INC30009191303;;;;;abarredaar;Albina Lara Barreda Aroca;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/08/29 15:26:55;INC30009191303;;Assigned  (1);;BUFFERBAY;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/08/29 15:30:57;INC30009191303;;In Progress  (2);;;aaragonesva;África Azucena Aragonés Varela;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/08/29 15:34:53;INC30009191303;Medium  (2);;;;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/08/29 15:41:06;INC30009191303;;Assigned  (1);;GIGABYTE_GIGABIT;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/08/29 15:46:05;INC30009191303;;;;;avalleda;Amando Valle Dávila;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/08/29 15:46:15;INC30009191303;;In Progress  (2);;;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/08/29 15:47:52;INC30009191303;;;;BLACK_BOX;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/08/29 15:48:52;INC30009191303;;Assigned  (1);;BLACK_BOX;blopezce;Balduino López Cervantes;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/08/29 16:04:54;INC30009191303;;;;BUFFERBAY;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/08/29 16:07:33;INC30009191303;;In Progress  (2);;;aaragonesva;África Azucena Aragonés Varela;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/08/29 16:58:12;INC30009191303;;Assigned  (1);;GIGABYTE_GIGABIT;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/08/29 17:01:33;INC30009191303;;;;BLACK_BOX;blopezce;Balduino López Cervantes;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/08/29 17:09:51;INC30009191303;;Pending  (3);Client Action Required  (8000);;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/08/29 17:15:03;INC30009191303;;Assigned  (1);;BUFFERBAY;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/08/30 09:25:16;INC30009191303;;In Progress  (2);;;aaragonesva;África Azucena Aragonés Varela;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/08/31 15:12:43;INC30009191303;;Pending  (3);Client Action Required  (8000);;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/09/05 09:15:28;INC30009191303;;Assigned  (1);;INPUT_IOS;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/09/22 16:11:55;INC30009191303;;;;BLACK_BOX;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/09/22 16:13:55;INC30009191303;;;;;abatallafe;Aroa Batalla Ferrero;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/09/22 16:16:46;INC30009191303;;;;BLACK_BOX;blopezce;Balduino López Cervantes;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/09/23 08:30:56;INC30009191303;;;;;acampillopi;Artemio Campillo Piñeiro;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/09/23 08:31:12;INC30009191303;;Pending  (3);Request  (10000);;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/09/30 12:37:19;INC30009191303;;Resolved  (4);No Further Action Required  (17000);;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/09/30 14:30:26;INC30009191303;;Assigned  (1);;;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/09/30 14:30:49;INC30009191303;;;;INFOPULSE;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/09/30 14:37:22;INC30009191303;;;;ALPHA_ROUTER;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/09/30 14:40:57;INC30009191303;;In Progress  (2);;;ivicentegi;Isabel Vicente Gimenez;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/09/30 14:48:25;INC30009191303;;;;BLACK_BOX;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/09/30 14:50:11;INC30009191303;;Assigned  (1);;BLACK_BOX;blopezce;Balduino López Cervantes;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/09/30 15:41:39;INC30009191303;;;;;acampillopi;Artemio Campillo Piñeiro;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/09/30 15:41:54;INC30009191303;;Pending  (3);Request  (10000);;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/10 08:34:10;INC30009191303;;Assigned  (1);;RED_ALPHA;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/10 08:35:00;INC30009191303;;;;;acodinall;Amada Codina Llabrés;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/10 08:38:34;INC30009191303;;In Progress  (2);;;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/10 08:49:36;INC30009191303;;;;YELLOW_TERA;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/10 08:50:58;INC30009191303;;Assigned  (1);;;amartinat;Alma Martín Atienza;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/10 08:51:21;INC30009191303;;;;YELLOW_TERA;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/10 09:26:59;INC30009191303;;;;;aquevedoal;Aránzazu Quevedo Alcaraz;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/10 09:27:06;INC30009191303;;;;;aquevedoal;Aránzazu Quevedo Alcaraz;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/10 14:24:20;INC30009191303;;Pending  (3);Request  (10000);;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/10 15:27:09;INC30009191303;;Assigned  (1);;ALPHA_ROUTER;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/10 15:28:30;INC30009191303;;;;;apelayoba;Alberto Epifanio Pelayo Bautista;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/10 15:29:35;INC30009191303;;;;GREEN_BAY;alloretca;Ainoa Lloret Capdevila;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/10 15:57:54;INC30009191303;;;;ALPHA_ROUTER;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/10 16:01:03;INC30009191303;;;;;icisnerosro;Isabela Cisneros Rosselló;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/10 16:02:59;INC30009191303;;;;BLACK_BOX;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/10 16:04:13;INC30009191303;;;;BLACK_BOX;blopezce;Balduino López Cervantes;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/10 18:28:07;INC30009191303;;;;;acampillopi;Artemio Campillo Piñeiro;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/10 18:29:41;INC30009191303;;Pending  (3);Client Action Required  (8000);;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/12 10:04:56;INC30009191303;;Assigned  (1);;INFOPULSE;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/13 08:40:19;INC30009191303;;;;ALPHA_ROUTER;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/13 08:50:43;INC30009191303;;In Progress  (2);;BLACK_BOX;aferrerasri;Amando Ferreras Rivas;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/13 09:20:52;INC30009191303;;Assigned  (1);;BLACK_BOX;blopezce;Balduino López Cervantes;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/13 09:44:47;INC30009191303;;;;;acampillopi;Artemio Campillo Piñeiro;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/13 09:46:23;INC30009191303;;;;INFOPULSE;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/13 11:08:28;INC30009191303;;;;ALPHA_ROUTER;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/13 11:09:57;INC30009191303;;;;;aricope;Aurora Rico Peinado;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/13 11:12:19;INC30009191303;;In Progress  (2);;;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/13 11:15:16;INC30009191303;;Assigned  (1);;BITBLAZE;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/13 11:20:29;INC30009191303;;;;ALPHA_ROUTER;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/13 11:24:22;INC30009191303;;In Progress  (2);;;aferrerasri;Amando Ferreras Rivas;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/13 11:56:16;INC30009191303;;;;BLACK_BOX;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/13 11:56:48;INC30009191303;;Assigned  (1);;BLACK_BOX;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/13 12:13:10;INC30009191303;;;;;acampillopi;Artemio Campillo Piñeiro;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/13 12:34:48;INC30009191303;;Pending  (3);Client Action Required  (8000);;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/14 08:44:22;INC30009191303;;Assigned  (1);;INFOPULSE;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/18 09:53:34;INC30009191303;;;;ALPHA_ROUTER;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/18 09:54:40;INC30009191303;;;;;anoguespo;América Nogués Polo;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/18 09:55:52;INC30009191303;;In Progress  (2);;;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/18 09:58:57;INC30009191303;;Assigned  (1);;INFOPULSE;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/19 08:58:14;INC30009191303;;;;ALPHA_ROUTER;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/19 09:01:33;INC30009191303;;;;;abatallafe;Aroa Batalla Ferrero;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/19 09:05:51;INC30009191303;;;;BLACK_BOX;blopezce;Balduino López Cervantes;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/19 12:52:51;INC30009191303;;;;;acampillopi;Artemio Campillo Piñeiro;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/19 12:53:04;INC30009191303;;Pending  (3);Future Enhancement  (11000);;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/20 18:16:54;INC30009191303;;Resolved  (4);Customer Follow-Up Required  (15000);;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/10/27 07:45:58;INC30009191303;;Closed  (5);;;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/09/18 14:04:52;INC30009346444;High  (1);Assigned  (1);;ALPHA_ROUTER;iestebanca;Inocencio Esteban Cáceres;Díez, Márquez y Vega SA;Infraestructura radical realineada
2022/09/18 14:05:37;INC30009346444;;;;BLUE_CACHE;;;Díez, Márquez y Vega SA;Infraestructura radical realineada
2022/09/18 14:06:23;INC30009346444;;;;BLACK_BOX;;;Díez, Márquez y Vega SA;Infraestructura radical realineada
2022/09/18 14:06:48;INC30009346444;;;;;anovoaal;Áurea Novoa Almazán;Díez, Márquez y Vega SA;Infraestructura radical realineada
2022/09/18 14:06:55;INC30009346444;;In Progress  (2);;;;;Díez, Márquez y Vega SA;Infraestructura radical realineada
2022/09/18 14:10:16;INC30009346444;;Assigned  (1);;BLACK_BOX;blopezce;Balduino López Cervantes;Díez, Márquez y Vega SA;Infraestructura radical realineada
2022/09/18 14:22:28;INC30009346444;;;;;aaznarga;Alexandra Aznar Gargallo;Díez, Márquez y Vega SA;Infraestructura radical realineada
2022/09/18 14:22:45;INC30009346444;;In Progress  (2);;;;;Díez, Márquez y Vega SA;Infraestructura radical realineada
2022/09/18 14:27:19;INC30009346444;;Pending  (3);Monitoring Incident  (14000);;;;Díez, Márquez y Vega SA;Infraestructura radical realineada
2022/10/11 11:17:14;INC30009346444;;Resolved  (4);;;;;Díez, Márquez y Vega SA;Infraestructura radical realineada
2022/10/18 18:00:00;INC30009346444;;Closed  (5);Automated Resolution Reported  (19000);;;;Díez, Márquez y Vega SA;Infraestructura radical realineada
2022/09/19 07:07:26;INC30009347674;Medium  (2);Assigned  (1);;ALPHA_ROUTER;;;Gestora Tejada-Córdova;Conglomeración de la orientación de primera línea de primera línea
2022/09/19 07:07:58;INC30009347674;;;;ORANGE_BUFFER;iestebanca;Inocencio Esteban Cáceres;Gestora Tejada-Córdova;Conglomeración de la orientación de primera línea de primera línea
2022/09/19 07:10:45;INC30009347674;;;;;iblancofo;Isaac Blanco Folch;Gestora Tejada-Córdova;Conglomeración de la orientación de primera línea de primera línea
2022/09/19 07:10:53;INC30009347674;;In Progress  (2);;;;;Gestora Tejada-Córdova;Conglomeración de la orientación de primera línea de primera línea
2022/09/19 07:16:03;INC30009347674;;Assigned  (1);;ORANGE_BUFFER;afontpo;Ariadna Font Ponce;Gestora Tejada-Córdova;Conglomeración de la orientación de primera línea de primera línea
2022/09/19 08:01:59;INC30009347674;;;;;agallegoll;Ariel Gallego Lloret;Gestora Tejada-Córdova;Conglomeración de la orientación de primera línea de primera línea
2022/09/19 08:30:49;INC30009347674;;Pending  (3);Client Action Required  (8000);;;;Gestora Tejada-Córdova;Conglomeración de la orientación de primera línea de primera línea
2022/09/29 07:01:50;INC30009347674;;Resolved  (4);Monitoring Incident  (14000);;;;Gestora Tejada-Córdova;Conglomeración de la orientación de primera línea de primera línea
2022/10/06 18:00:00;INC30009347674;;Closed  (5);Automated Resolution Reported  (19000);;;;Gestora Tejada-Córdova;Conglomeración de la orientación de primera línea de primera línea
2022/09/19 10:08:38;INC30009351255;Low  (3);Assigned  (1);;ALPHA_ROUTER;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/09/19 10:09:06;INC30009351255;;In Progress  (2);;;aarocaco;Adriana Aroca Cortina;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/09/19 10:13:07;INC30009351255;;;;BLACK_BOX;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
