Audit_date;"ID";"Priority";"Status";"Status_Reason";"Assigned_Group";"Login";"Assignee";"Company";"Company_desc"
2022/03/04 06:39:52;INC30008285779;High  (1);Assigned  (1);;ALPHA_ROUTER;;;Díez, Márquez y Vega SA;Infraestructura radical realineada
2022/03/04 06:44:13;INC30008285779;;;;;criveraca;Candela Rivera Calvo;Díez, Márquez y Vega SA;Infraestructura radical realineada
2022/03/04 06:45:14;INC30008285779;;;;;;;Díez, Márquez y Vega SA;Infraestructura radical realineada
2022/03/04 06:45:38;INC30008285779;;;;BLUE_CACHE;;;Díez, Márquez y Vega SA;Infraestructura radical realineada
2022/03/04 07:32:10;INC30008285779;Critical  (0);;;;;;Díez, Márquez y Vega SA;Infraestructura radical realineada
2022/03/04 08:27:32;INC30008285779;;;;;;;Díez, Márquez y Vega SA;Infraestructura radical realineada
2022/03/04 09:25:51;INC30008285779;;;;FIREWALL_FIREWALL;;;Díez, Márquez y Vega SA;Infraestructura radical realineada
2022/08/22 11:17:26;INC30008285779;;;;ALPHA_ROUTER;;;Díez, Márquez y Vega SA;Infraestructura radical realineada
2022/08/22 11:18:44;INC30008285779;;;;;abarredaar;Albina Lara Barreda Aroca;Díez, Márquez y Vega SA;Infraestructura radical realineada
2022/08/22 11:26:41;INC30008285779;;Resolved  (4);No Further Action Required  (17000);BLUE_CACHE;;;Díez, Márquez y Vega SA;Infraestructura radical realineada
2022/08/29 18:00:00;INC30008285779;;Closed  (5);Automated Resolution Reported  (19000);;;;Díez, Márquez y Vega SA;Infraestructura radical realineada
2022/06/16 08:17:01;INC30008804293;High  (1);Assigned  (1);;ALPHA_ROUTER;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/06/16 08:22:28;INC30008804293;;;;;cvelascove;Carlito Velasco Verdú;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
2022/06/16 08:26:26;INC30008804293;;;;INFOPULSE;;;Rosales, Blanco y Gálvez SRL;Monitoreo ergonómico escalable
