Audit_date;"ID";"Priority";"Status";"Status_Reason";"Assigned_Group";"Login";"Assignee";"Company";"Company_desc"
2021/04/26 10:02:14;INC30006852371;Low  (3);Assigned  (1);;ALPHA_ROUTER;;;Betancourt y Villa;Soporte tangible reducido
2021/04/26 10:04:41;INC30006852371;;;;;cmartorellgo;Candelario Martorell Gomila;Betancourt y Villa;Soporte tangible reducido
2021/04/26 10:05:07;INC30006852371;;;;GREEN_BAY;;;Betancourt y Villa;Soporte tangible reducido
2021/04/26 10:06:26;INC30006852371;;;;;cmartorellgo;Candelario Martorell Gomila;Betancourt y Villa;Soporte tangible reducido
2021/04/26 10:07:27;INC30006852371;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Betancourt y Villa;Soporte tangible reducido
2021/04/26 16:09:07;INC30006852371;;In Progress  (2);;;ctoledoma;Chema Toledo Marco;Betancourt y Villa;Soporte tangible reducido
2021/04/26 16:20:32;INC30006852371;;Assigned  (1);;BINARY_BASH;;;Betancourt y Villa;Soporte tangible reducido
2021/04/26 16:21:22;INC30006852371;;;;;edurando;Edmundo Manolo Duran Donaire;Betancourt y Villa;Soporte tangible reducido
2021/04/26 22:19:23;INC30006852371;;;;ALPHAABYSS;;;Betancourt y Villa;Soporte tangible reducido
2021/04/26 22:21:35;INC30006852371;;;;;eechevarriapu;Esther Echevarría Pulido;Betancourt y Villa;Soporte tangible reducido
2021/04/26 22:22:10;INC30006852371;;Pending  (3);Support Contact Hold  (6000);;;;Betancourt y Villa;Soporte tangible reducido
2021/04/27 08:52:22;INC30006852371;;Assigned  (1);;GREEN_BAY;;;Betancourt y Villa;Soporte tangible reducido
2021/04/27 08:58:03;INC30006852371;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Betancourt y Villa;Soporte tangible reducido
2021/04/27 10:41:06;INC30006852371;;;;;cnicolauma;Cristina Nicolau Marin;Betancourt y Villa;Soporte tangible reducido
2021/04/27 15:56:50;INC30006852371;;In Progress  (2);;;anavarreteag;Albert Navarrete Aguirre;Betancourt y Villa;Soporte tangible reducido
2021/04/27 15:58:40;INC30006852371;;Assigned  (1);;BINARY_BASH;;;Betancourt y Villa;Soporte tangible reducido
2021/04/27 16:06:34;INC30006852371;;;;;edurando;Edmundo Manolo Duran Donaire;Betancourt y Villa;Soporte tangible reducido
2021/04/27 22:58:31;INC30006852371;;;;ALPHAABYSS;;;Betancourt y Villa;Soporte tangible reducido
2021/04/27 23:22:15;INC30006852371;;;;;eechevarriapu;Esther Echevarría Pulido;Betancourt y Villa;Soporte tangible reducido
2021/04/27 23:24:13;INC30006852371;;;;BINARY_BASH;;;Betancourt y Villa;Soporte tangible reducido
2021/04/27 23:28:58;INC30006852371;;;;;edurando;Edmundo Manolo Duran Donaire;Betancourt y Villa;Soporte tangible reducido
2021/04/28 08:14:40;INC30006852371;;;;GREEN_BAY;;;Betancourt y Villa;Soporte tangible reducido
2021/04/28 08:21:23;INC30006852371;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Betancourt y Villa;Soporte tangible reducido
2021/04/28 10:18:45;INC30006852371;;In Progress  (2);;;anavarreteag;Albert Navarrete Aguirre;Betancourt y Villa;Soporte tangible reducido
2021/04/28 11:42:16;INC30006852371;;Assigned  (1);;BINARY_BROADCAST;;;Betancourt y Villa;Soporte tangible reducido
2021/04/28 11:42:35;INC30006852371;;;;;curiagu;Consuela Uría Guardia;Betancourt y Villa;Soporte tangible reducido
2021/04/28 12:18:16;INC30006852371;;;;;cvelascoca;Celia Velasco Cánovas;Betancourt y Villa;Soporte tangible reducido
2021/04/28 12:52:45;INC30006852371;;;;GREEN_BAY;;;Betancourt y Villa;Soporte tangible reducido
2021/04/28 13:06:25;INC30006852371;;;;;damadorma;Domitila Amador Manzanares;Betancourt y Villa;Soporte tangible reducido
2021/04/28 13:13:04;INC30006852371;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Betancourt y Villa;Soporte tangible reducido
2021/04/28 16:22:12;INC30006852371;;;;BINARY_BROADCAST;;;Betancourt y Villa;Soporte tangible reducido
2021/04/28 16:22:18;INC30006852371;;;;;curiagu;Consuela Uría Guardia;Betancourt y Villa;Soporte tangible reducido
2021/04/28 16:24:10;INC30006852371;;;;;cvelascoca;Celia Velasco Cánovas;Betancourt y Villa;Soporte tangible reducido
2021/04/28 16:52:50;INC30006852371;;;;GREEN_BAY;;;Betancourt y Villa;Soporte tangible reducido
2021/04/28 16:53:47;INC30006852371;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Betancourt y Villa;Soporte tangible reducido
2021/04/28 17:08:16;INC30006852371;;In Progress  (2);;;anavarreteag;Albert Navarrete Aguirre;Betancourt y Villa;Soporte tangible reducido
2021/04/28 17:09:15;INC30006852371;;Pending  (3);Client Action Required  (8000);;;;Betancourt y Villa;Soporte tangible reducido
2021/04/29 10:12:27;INC30006852371;;In Progress  (2);;;;;Betancourt y Villa;Soporte tangible reducido
2021/04/29 10:16:20;INC30006852371;;Assigned  (1);;BINARY_BROADCAST;;;Betancourt y Villa;Soporte tangible reducido
2021/04/29 10:18:58;INC30006852371;;;;;cvelascoca;Celia Velasco Cánovas;Betancourt y Villa;Soporte tangible reducido
2021/04/29 10:25:34;INC30006852371;;;;GREEN_BAY;;;Betancourt y Villa;Soporte tangible reducido
2021/04/29 10:52:21;INC30006852371;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Betancourt y Villa;Soporte tangible reducido
2021/04/29 13:16:46;INC30006852371;;In Progress  (2);;;;;Betancourt y Villa;Soporte tangible reducido
2021/04/29 13:46:01;INC30006852371;;;;;cpalomaresri;Che Palomares Rivero;Betancourt y Villa;Soporte tangible reducido
2021/04/29 13:54:45;INC30006852371;;Pending  (3);Client Action Required  (8000);;;;Betancourt y Villa;Soporte tangible reducido
2021/05/06 21:19:31;INC30006852371;;Assigned  (1);;BINARY_BROADCAST;;;Betancourt y Villa;Soporte tangible reducido
2021/05/06 21:19:39;INC30006852371;;;;;curiagu;Consuela Uría Guardia;Betancourt y Villa;Soporte tangible reducido
2021/05/07 08:23:47;INC30006852371;;;;;cvelascoca;Celia Velasco Cánovas;Betancourt y Villa;Soporte tangible reducido
2021/05/07 10:20:58;INC30006852371;;;;;eblanesva;Edmundo Blanes Valentín;Betancourt y Villa;Soporte tangible reducido
2021/05/07 11:00:16;INC30006852371;;;;GREEN_BAY;;;Betancourt y Villa;Soporte tangible reducido
2021/05/07 11:12:05;INC30006852371;;;;;eestradasa;Ezequiel Estrada Sanmiguel;Betancourt y Villa;Soporte tangible reducido
2021/05/07 12:20:39;INC30006852371;;;;BINARY_BASH;;;Betancourt y Villa;Soporte tangible reducido
2021/05/07 12:29:34;INC30006852371;;;;;edurando;Edmundo Manolo Duran Donaire;Betancourt y Villa;Soporte tangible reducido
2021/05/07 12:31:39;INC30006852371;;;;CRYSTALCAVERN;;;Betancourt y Villa;Soporte tangible reducido
2021/05/07 12:34:22;INC30006852371;;;;;edurando;Edmundo Manolo Duran Donaire;Betancourt y Villa;Soporte tangible reducido
2021/05/07 12:46:50;INC30006852371;;Resolved  (4);Automated Resolution Reported  (19000);;;;Betancourt y Villa;Soporte tangible reducido
2021/05/07 13:00:21;INC30006852371;;In Progress  (2);;;;;Betancourt y Villa;Soporte tangible reducido
2021/05/07 15:10:23;INC30006852371;;Assigned  (1);;GREEN_BAY;;;Betancourt y Villa;Soporte tangible reducido
2021/05/07 15:10:58;INC30006852371;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Betancourt y Villa;Soporte tangible reducido
2021/05/07 15:25:33;INC30006852371;;;;BINARY_BROADCAST;;;Betancourt y Villa;Soporte tangible reducido
2021/05/07 15:25:39;INC30006852371;;;;;curiagu;Consuela Uría Guardia;Betancourt y Villa;Soporte tangible reducido
2021/05/10 08:14:12;INC30006852371;;;;;eanayave;Edmundo Anaya Velázquez;Betancourt y Villa;Soporte tangible reducido
2021/05/10 08:39:32;INC30006852371;;;;CRYSTALCAVERN;;;Betancourt y Villa;Soporte tangible reducido
2021/05/10 08:40:00;INC30006852371;;;;;efuenteste;Eufemia Fuentes Terrón;Betancourt y Villa;Soporte tangible reducido
2021/05/10 08:40:47;INC30006852371;;;;ALPHAABYSS;;;Betancourt y Villa;Soporte tangible reducido
2021/05/10 09:49:15;INC30006852371;;;;;egirongi;Esperanza Girón Giralt;Betancourt y Villa;Soporte tangible reducido
2021/05/10 09:52:38;INC30006852371;;;;BINARY_BROADCAST;;;Betancourt y Villa;Soporte tangible reducido
2021/05/10 09:52:46;INC30006852371;;;;;curiagu;Consuela Uría Guardia;Betancourt y Villa;Soporte tangible reducido
2021/05/10 09:53:58;INC30006852371;;;;;eanayave;Edmundo Anaya Velázquez;Betancourt y Villa;Soporte tangible reducido
2021/05/10 09:56:44;INC30006852371;;;;ALPHAABYSS;;;Betancourt y Villa;Soporte tangible reducido
2021/05/10 10:01:01;INC30006852371;;;;;eechevarriapu;Esther Echevarría Pulido;Betancourt y Villa;Soporte tangible reducido
2021/05/10 10:26:02;INC30006852371;;;;BINARY_BROADCAST;;;Betancourt y Villa;Soporte tangible reducido
2021/05/10 10:27:09;INC30006852371;;;;;eanayave;Edmundo Anaya Velázquez;Betancourt y Villa;Soporte tangible reducido
2021/05/10 10:29:22;INC30006852371;;;;;curiagu;Consuela Uría Guardia;Betancourt y Villa;Soporte tangible reducido
2021/05/10 10:35:28;INC30006852371;;;;;eanayave;Edmundo Anaya Velázquez;Betancourt y Villa;Soporte tangible reducido
2021/05/10 11:02:52;INC30006852371;;;;GREEN_BAY;;;Betancourt y Villa;Soporte tangible reducido
2021/05/10 11:09:42;INC30006852371;;;;CRYSTALCAVERN;;;Betancourt y Villa;Soporte tangible reducido
2021/05/10 11:11:04;INC30006852371;;;;ALPHAABYSS;;;Betancourt y Villa;Soporte tangible reducido
2021/05/10 11:32:58;INC30006852371;;;;;eechevarriapu;Esther Echevarría Pulido;Betancourt y Villa;Soporte tangible reducido
2021/05/10 11:34:36;INC30006852371;;;;GREEN_BAY;;;Betancourt y Villa;Soporte tangible reducido
2021/05/10 11:48:55;INC30006852371;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Betancourt y Villa;Soporte tangible reducido
2021/05/10 11:55:50;INC30006852371;;In Progress  (2);;;cpalomaresri;Che Palomares Rivero;Betancourt y Villa;Soporte tangible reducido
2021/05/10 12:00:15;INC30006852371;;Pending  (3);Client Action Required  (8000);;;;Betancourt y Villa;Soporte tangible reducido
2021/05/10 23:13:38;INC30006852371;;Assigned  (1);;CRYSTALCAVERN;;;Betancourt y Villa;Soporte tangible reducido
2021/05/10 23:14:33;INC30006852371;;;;;egordilloca;Eugenia Gordillo Carpio;Betancourt y Villa;Soporte tangible reducido
2021/05/13 10:17:12;INC30006852371;;;;GREEN_BAY;;;Betancourt y Villa;Soporte tangible reducido
2021/05/13 10:23:56;INC30006852371;;;;;cnicolauma;Cristina Nicolau Marin;Betancourt y Villa;Soporte tangible reducido
2021/05/13 10:25:07;INC30006852371;;Pending  (3);Client Action Required  (8000);;;;Betancourt y Villa;Soporte tangible reducido
2021/05/24 11:49:26;INC30006852371;;;;;eestradasa;Ezequiel Estrada Sanmiguel;Betancourt y Villa;Soporte tangible reducido
2021/05/26 10:28:04;INC30006852371;;Resolved  (4);Automated Resolution Reported  (19000);;cnicolauma;Cristina Nicolau Marin;Betancourt y Villa;Soporte tangible reducido
2021/06/02 18:00:00;INC30006852371;;Closed  (5);;;;;Betancourt y Villa;Soporte tangible reducido
2021/04/27 10:33:15;INC30006861824;High  (1);Assigned  (1);;ALPHA_ROUTER;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/27 10:34:18;INC30006861824;;;;;damadorma;Domitila Amador Manzanares;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/27 10:36:28;INC30006861824;;;;ORANGE_BUFFER;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/27 10:36:51;INC30006861824;;;;;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/27 10:37:14;INC30006861824;;;;;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/27 10:38:25;INC30006861824;;;;;cmuñizpa;Custodia Elvira Múñiz Pastor;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/27 10:40:10;INC30006861824;;;;;cpozota;Clarisa Pozo Tamarit;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/27 10:40:30;INC30006861824;;In Progress  (2);;;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/04/27 16:37:35;INC30006861824;;Pending  (3);Client Action Required  (8000);;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/05/13 09:45:53;INC30006861824;;Assigned  (1);;BLUE_CACHE;cnicolauma;Cristina Nicolau Marin;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/05/13 09:46:16;INC30006861824;;Pending  (3);Client Action Required  (8000);;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/05/26 17:21:12;INC30006861824;;Assigned  (1);;;eestradasa;Ezequiel Estrada Sanmiguel;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/05/26 17:23:26;INC30006861824;;Pending  (3);Third Party Vendor Action Reqd  (7000);;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/05/26 17:59:01;INC30006861824;;In Progress  (2);;;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/06/03 11:11:43;INC30006861824;;Resolved  (4);Automated Resolution Reported  (19000);;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/06/10 18:00:00;INC30006861824;;Closed  (5);;;;;Lovato de Orosco;Matriz de 6ª Generación orientada a la visión
2021/05/28 12:52:07;INC30006920149;;Resolved  (4);Automated Resolution Reported  (19000);;rfrancome;Reynaldo Franco Melero;Otero y Zambrano SA;Cifrado global orientado a la visión
2021/05/28 12:52:32;INC30006920149;;Assigned  (1);;;rgarridoag;Ramona Garrido Aguiló;Otero y Zambrano SA;Cifrado global orientado a la visión
2021/05/28 12:52:37;INC30006920149;;In Progress  (2);;;;;Otero y Zambrano SA;Cifrado global orientado a la visión
2021/06/02 08:52:27;INC30006920149;;Resolved  (4);Automated Resolution Reported  (19000);;;;Otero y Zambrano SA;Cifrado global orientado a la visión
2021/06/09 18:00:00;INC30006920149;;Closed  (5);;;;;Otero y Zambrano SA;Cifrado global orientado a la visión
2021/05/28 12:51:26;INC30006920152;;Resolved  (4);Automated Resolution Reported  (19000);;rfrancome;Reynaldo Franco Melero;Otero y Zambrano SA;Cifrado global orientado a la visión
2021/05/28 12:52:20;INC30006920152;;Assigned  (1);;;rgarridoag;Ramona Garrido Aguiló;Otero y Zambrano SA;Cifrado global orientado a la visión
2021/05/28 12:52:26;INC30006920152;;In Progress  (2);;;;;Otero y Zambrano SA;Cifrado global orientado a la visión
